,Date,SX5E,0,1,2,3,4,5,6,7,8,9
0,2010/1/4,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752,-0.34968752
1,2010/1/5,-0.36719173,-0.4426037,-0.32623494,-0.18196741,-0.22317635,-0.3228933,-0.4279052,-0.4251578,-0.43772998,-0.5480303,-0.29422832
2,2010/1/6,-0.38634035,-0.4009561,-0.23562488,-0.23524109,-0.35831213,-0.28456515,-0.23642257,-0.42113817,-0.35309517,-0.6229472,-0.17618114
3,2010/1/7,-0.28064087,-0.33254245,-0.1705322,-0.23143028,-0.26220512,-0.4005209,-0.17832646,-0.40416533,-0.3654182,-0.6946551,-0.17771693
4,2010/1/8,-0.25634304,-0.49379185,-0.36367273,-0.14706817,-0.08356589,-0.6194347,-0.32473186,-0.3444586,-0.30292755,-0.9324071,-0.3217019
5,2010/1/11,-0.2892406,-0.50129855,-0.11595413,-0.1539601,0.04445249,-0.51263314,-0.36521918,-0.3205947,-0.2541106,-0.9233485,-0.27505708
6,2010/1/12,-0.36129203,-0.7212738,0.17614365,-0.42283136,-0.10805048,-0.41594926,-0.33556864,-0.36032563,-0.5006494,-0.9343453,-0.096348435
7,2010/1/13,-0.24741139,-0.5705319,0.19836915,-0.52179825,-0.16444233,-0.6030815,-0.21465132,-0.46243542,-0.5957086,-0.9884159,-0.16449352
8,2010/1/14,-0.22828764,-0.6199416,0.27299774,-0.6256268,-0.31926823,-0.5794317,-0.29378784,-0.55347615,-0.7228143,-0.94081193,-0.29199046
9,2010/1/15,-0.25910217,-0.83504164,0.29287285,-0.70380163,-0.37859765,-0.45404315,-0.2485655,-0.64641,-0.64273727,-0.8782429,-0.2689964
10,2010/1/19,-0.21555458,-0.7135974,0.33501667,-0.6273936,-0.44711828,-0.20184857,-0.23262587,-0.61139786,-0.8645225,-1.1263995,-0.39168704
11,2010/1/20,-0.2054296,-0.49064374,0.21896684,-0.56079274,-0.47332495,-0.15883079,-0.18669294,-0.6162934,-0.83846927,-1.2207441,-0.2599736
12,2010/1/21,-0.3448546,-0.5449004,0.15434432,-0.5046793,-0.5266358,-0.044120044,-0.14175576,-0.6629518,-0.69676036,-1.1322367,-0.2736974
13,2010/1/22,-0.36604726,-0.53861964,0.40026772,-0.5538788,-0.26963228,-0.08378583,0.108007014,-0.6547642,-0.6450556,-1.2171633,-0.42232367
14,2010/1/25,-0.26866868,-0.63213587,0.3602423,-0.5911776,-0.26950258,-0.12908894,0.15084684,-0.6355003,-0.6002464,-1.2721736,-0.4423719
15,2010/1/26,-0.3493518,-0.33797455,0.43849975,-0.5541986,-0.25458807,-0.27762407,0.23658043,-0.74709153,-0.539503,-1.3360543,-0.55069685
16,2010/1/27,-0.4623342,-0.49694306,0.27487093,-0.360151,-0.27237687,-0.30429143,0.24332583,-0.6673871,-0.47535384,-1.2359898,-0.5295213
17,2010/1/28,-0.41577828,-0.55025584,0.37836415,-0.5594015,-0.40980622,-0.2984803,0.12990937,-0.7715284,-0.27226293,-1.2714113,-0.40831593
18,2010/1/29,-0.35069484,-0.6970687,0.45930505,-0.43023768,-0.35590434,-0.22208136,0.22118711,-0.73249793,-0.16807306,-1.3155422,-0.33279002
19,2010/2/1,-0.59761214,-0.650765,0.3701493,-0.62650365,-0.43670586,-0.4052059,0.10692516,-0.7858023,-0.23545766,-1.278517,-0.33617693
20,2010/2/2,-0.71541536,-0.5575697,0.39112872,-0.51781607,-0.4418792,-0.47202677,0.108484834,-0.6060263,-0.14028685,-1.3371606,-0.43801665
21,2010/2/3,-0.6224326,-0.701613,0.26570868,-0.6662532,-0.32195935,-0.58962077,0.13475168,-0.6220225,-0.19371219,-1.403044,-0.4186374
22,2010/2/4,-0.6487519,-0.68187714,0.24953192,-0.7271173,-0.29156545,-0.64861536,0.23703343,-0.737383,-0.16784035,-1.3014314,-0.46135873
23,2010/2/5,-0.6495951,-0.83382344,0.18531924,-0.6952767,-0.1275749,-0.6385245,0.29740798,-0.7800525,-0.069779545,-1.2748747,-0.6338949
24,2010/2/8,-0.9084761,-0.8945453,0.18387449,-0.5095749,-0.030089378,-0.85804534,0.23743987,-0.9566302,0.051216155,-1.2531774,-0.6138312
25,2010/2/9,-0.97906154,-0.89203143,0.270185,-0.56016177,-0.08186531,-0.6531757,0.22180694,-0.96934736,0.004791945,-1.3179023,-0.5078875
26,2010/2/10,-1.1483835,-1.0118301,0.19005191,-0.5646982,0.0617294,-0.67643416,0.16736144,-1.0775946,-0.0013938844,-1.1259735,-0.5700558
27,2010/2/11,-1.435549,-0.97524446,0.15565395,-0.60771775,0.09794089,-0.6480795,0.14397308,-1.1628075,-0.026266664,-0.9679659,-0.38762945
28,2010/2/12,-0.78593904,-1.1368454,0.12197068,-0.76159835,0.23321658,-0.5078985,0.11460751,-1.0753052,0.06706563,-1.0871165,-0.36795706
29,2010/2/16,-0.85422796,-0.9628032,0.06867835,-0.89631706,0.24446851,-0.64599216,0.148103,-1.1854043,-0.015432954,-0.8801941,-0.10122794
30,2010/2/17,-0.7729909,-1.0419753,0.17592806,-0.8913947,0.22697777,-0.5259224,0.08338153,-1.0137973,0.08466616,-0.75186944,-0.1734057
31,2010/2/18,-0.7736115,-1.0837634,0.2711432,-0.9796545,0.20735669,-0.30026713,0.14969936,-1.1013664,0.08985084,-0.856068,-0.3551583
32,2010/2/19,-1.0917592,-1.0749567,0.33015734,-1.1155956,0.14366442,-0.08361524,0.22453642,-1.0011638,0.10434601,-0.9925459,-0.27977246
33,2010/2/22,-1.0882034,-1.2143068,0.38024426,-1.1395857,0.11891174,-0.11336243,0.29776996,-0.85109884,-0.056663483,-1.0424967,-0.18242374
34,2010/2/23,-0.93266237,-1.2470208,0.32065982,-1.1004204,0.05188048,-0.040552318,0.30108535,-0.989555,-0.07343769,-1.1996907,-0.07168388
35,2010/2/24,-1.1280273,-1.1578753,0.25851208,-1.3099678,0.003984928,-0.13532802,0.33244008,-0.85327125,-0.23665987,-1.0889597,-0.21670529
36,2010/2/25,-1.2549161,-1.2400188,0.16848129,-1.3637035,0.2189765,-0.19822292,0.35471898,-0.9848508,-0.26735586,-1.130466,-0.16176346
37,2010/2/26,-1.2431163,-1.1296505,0.16080076,-1.3203483,0.04607892,-0.10348758,0.37696183,-0.96816117,-0.14620888,-1.2515535,-0.23641516
38,2010/3/1,-1.2840183,-1.2144095,0.24471062,-1.2584822,-0.059271336,-0.00069463253,0.27012265,-0.98169327,-0.22286905,-1.1618084,-0.21890497
39,2010/3/2,-1.4664416,-1.1494873,0.4048738,-1.0920117,-0.12486467,0.097703815,0.20816457,-1.0099561,-0.34805474,-1.0902762,-0.16136505
40,2010/3/3,-1.3564408,-1.2078955,0.2475602,-1.0026524,-0.013316274,0.106224686,0.13168865,-1.1698916,-0.50275725,-1.2082453,-0.17859828
41,2010/3/4,-1.1283296,-1.4081829,0.30314267,-1.0913188,-0.003659457,0.0975011,0.10746133,-1.1498699,-0.5407527,-1.2045131,-0.0063562393
42,2010/3/5,-1.1416922,-1.429575,0.31101692,-1.1265967,-0.03671214,0.09341037,0.065142035,-1.0927789,-0.7847095,-1.2247503,-0.015107393
43,2010/3/8,-1.1512895,-1.4547613,0.43328106,-1.0026982,0.19044167,0.2246049,0.0072710216,-0.88026565,-0.89098775,-1.2554011,0.1508705
44,2010/3/9,-1.1605971,-1.3863995,0.27041733,-1.1143179,0.23544723,0.2735079,0.13863814,-0.8120326,-0.8259249,-1.0796783,0.15169936
45,2010/3/10,-1.17225,-1.3625689,0.31164873,-1.0978088,0.2993489,0.28888094,0.13342133,-0.69994044,-0.8936806,-0.95757955,0.16955096
46,2010/3/11,-1.091158,-1.4298851,0.29252797,-1.1404865,0.14419454,0.33399576,0.11327875,-0.85346115,-0.9513956,-1.037225,0.32103568
47,2010/3/12,-1.2960982,-1.2922618,0.44552827,-1.1520863,0.15535104,0.3104788,0.025160193,-0.80205595,-0.99182516,-1.226011,0.41202873
48,2010/3/15,-1.3574055,-1.2756486,0.3172872,-1.3146209,0.1233311,0.45232219,0.21054327,-0.6427334,-0.9574153,-1.2843404,0.19865113
49,2010/3/16,-1.4074799,-1.2873254,0.1841166,-1.2673645,0.10361874,0.3446533,0.20599955,-0.68496346,-0.813929,-1.3947539,0.37610543
50,2010/3/17,-1.2881199,-1.2218214,0.0034819841,-1.2187622,0.22021043,0.5183298,0.13977283,-0.76456875,-0.7552769,-1.6489513,0.4369766
51,2010/3/18,-1.1551323,-1.197917,0.038124442,-1.2786,0.16365767,0.35999405,0.20580125,-0.7014745,-0.8172794,-1.6032882,0.35293144
52,2010/3/19,-1.0807725,-1.1710913,0.07868883,-1.0281711,0.1840468,0.40037757,0.23370534,-0.76421905,-0.89273196,-1.4208024,0.15647751
