,Date,ethernet,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.00025,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906,-0.125906
1,0.0005,-0.10788814,-0.121860266,-0.01935029,-0.16383313,-0.08057496,-0.04632534,-0.10203726,-0.03136377,-0.13690251,0.018219694,-0.14339802,-0.05764991,-0.077743545,-0.12835316,-0.15423098,-0.16941985,-0.18446721,-0.043053,-0.16396695,-0.034725964,-0.12404563,-0.006430581,-0.17327888,-0.06462911,-0.11137499,-0.12325056,-0.16106024,-0.114197955,0.0007381886,-0.091874726,-0.068639055,-0.18232135,-0.10915819,-0.18784997,-0.10613061,-0.11941139,-0.120910846,-0.16913769,-0.07812684,-0.024570525,-0.104185484,-0.024027243,-0.037507504,-0.027790934,-0.068416014,-0.113900445,-0.14046419,-0.09508953,-0.03265527,-0.12354667,-0.1969754,-0.21199343,-0.15291591,-0.028103739,-0.15638831,-0.07335518,-0.17638575,-0.099405944,-0.08819988,-0.14336103,-0.10898648,-0.09820535,-0.14147516,-0.118962556,-0.18355086,-0.10972601,-0.15663049,-0.12045336,-0.09995675,-0.072701715,-0.08675688,-0.09589954,-0.10178249,-0.08949241,-0.030478105,-0.1314974,-0.110532016,-0.14255522,-0.12324792,-0.13453223,-0.07548703,-0.14916617,-0.12337767,-0.10210121,-0.09059797,-0.10956484,-0.05240453,-0.09711372,-0.013323516,-0.14393887,-0.124200925,-0.15534665,-0.011904255,-0.09381324,-0.10957654,-0.13240609,-0.14840715,-0.15894519,-0.106342964,-0.018609986,-0.16956802
2,0.00075,-0.10975244,-0.07228989,0.019366965,-0.16004224,-0.073903695,0.033400267,-0.055058822,0.0594891,-0.02084583,0.09685551,-0.026743986,-0.058199197,-0.05161205,-0.087945044,-0.07225527,-0.16220838,-0.16578476,-0.042440876,-0.11103648,0.04635553,-0.037881948,-0.07753071,-0.24485263,0.044915706,-0.040398084,-0.089965,-0.17348658,-0.0438658,0.059911594,-0.097705,0.018796146,-0.13391174,-0.008667067,-0.1621067,-0.06622394,-0.10468697,-0.07020932,-0.088719696,-0.085189134,0.08394544,-0.03247959,-0.049989432,-0.031758666,-0.09867869,0.017159522,-0.052553274,-0.12191827,-0.10595214,0.07371995,-0.06877934,-0.17394963,-0.24020381,-0.091304645,-0.052234493,-0.11353761,-0.028701805,-0.12190983,0.006725803,-0.074335694,-0.205396,-0.18514296,-0.038200818,-0.1002416,-0.07007931,-0.1632854,-0.08683116,-0.1408369,0.016884789,-0.046338193,-0.054097675,-0.062119633,0.017666116,-0.002667509,0.022196084,0.068093896,-0.06482479,-0.05849026,-0.11009685,-0.13558407,-0.051090732,-0.012248032,-0.12420967,0.0042285174,-0.15590101,-0.05017808,-0.061529197,-0.013682693,-0.019957058,0.057491526,-0.10438134,-0.11494487,-0.24249862,-0.021341838,-0.13756175,-0.03147787,-0.15090385,-0.13639727,-0.068640634,-0.062416457,0.019572183,-0.078786746
3,0.001,-0.11088531,-0.052474044,0.07562797,-0.1879063,-0.0017997548,0.061836034,-0.09217658,0.10181336,-0.118492186,0.118706346,0.07412426,-0.057314053,0.067897186,-0.029947191,-0.02137582,-0.036448233,-0.20332517,0.063503906,-0.050060198,0.020166501,-0.13756979,0.012751669,-0.26738232,0.1196913,-0.087343484,-0.021941446,-0.08260512,-0.013526462,0.02087307,-0.03822367,0.09311055,-0.10868576,-0.104451895,-0.155864,-0.057028033,-0.08695334,-0.07330252,-0.14019388,-0.11064349,0.21843721,-0.022999108,0.06552461,0.052203164,-0.029050082,0.0278849,-0.013851546,-0.020137452,-0.042496867,0.12349054,-0.09229587,-0.10584982,-0.18676494,-0.12802324,-0.04407528,-0.08529473,-0.07926969,-0.13606827,0.11807884,-0.031815052,-0.14350295,-0.10531539,0.08745055,-0.0730565,-0.09219769,-0.12001453,-0.087261476,-0.09196815,0.018360183,-0.041827016,0.010117665,-0.031191275,0.101434916,0.0001078248,0.024788842,0.11336407,-0.07830459,-0.0808515,-0.047478594,-0.03838931,0.009466812,0.06757684,-0.14183381,-0.0016577318,-0.048127785,-0.08623542,-0.020964399,0.058733404,-0.004101783,0.03339331,-0.06108296,-0.10705939,-0.30956605,-0.07801534,-0.05775529,0.057861716,-0.14399418,-0.07438324,-0.0023860037,-0.031083323,0.031952858,-0.08900832
4,0.00125,-0.113177754,-0.104114726,0.12316407,-0.18542305,0.04711935,0.12487663,-0.06647336,0.074347496,-0.1491004,0.122550234,0.114405036,-0.01229348,0.05500777,-0.00070281327,-0.002235815,-0.08380847,-0.21938497,0.08034094,0.015951693,0.031041354,-0.10182331,0.094256565,-0.29828575,0.16674988,-0.06705787,-0.031250387,-0.012183458,-0.009184934,0.07775617,-0.08082514,0.23518945,-0.10977612,-0.061340973,-0.09349613,-0.009574875,-0.102842376,-0.014146686,-0.042888746,-0.03710334,0.18978019,-0.014434874,0.06752382,-0.058196157,-0.059755012,0.08984791,0.06642674,0.006376967,-0.045730293,0.19374396,-0.024431735,-0.06791092,-0.2342191,-0.058162108,0.08312942,-0.026558653,0.0024475306,-0.14104897,0.13987066,-0.010921679,-0.14586115,-0.12186888,0.07672681,0.005620852,-0.16204736,-0.11567937,-0.043939322,-0.048833773,0.012216121,0.034065545,0.0645874,-0.025400914,0.1477096,0.12237868,-0.0010001287,0.104703456,-0.013160244,-0.06423917,-0.03581752,0.027115539,0.09487988,0.09185149,-0.0716442,-0.026453272,0.05013956,-0.057077542,0.11653818,0.13274367,0.089519665,-0.03328325,-0.0023725033,-0.042574927,-0.19555806,-0.058327436,-0.03406986,0.056167737,-0.067950845,-0.095884345,0.049281493,-0.042472154,0.11046296,-0.06445311
5,0.0015,-0.115247205,-0.016919285,0.10097903,-0.09995955,0.10025743,0.15734501,-0.101280205,0.13567401,-0.14544624,0.117416054,0.1904775,0.085225016,0.04617621,-0.034864902,0.16347854,0.006730333,-0.17790958,0.06842658,-0.010383412,0.011824876,-0.028769918,0.19883601,-0.30023697,0.30479884,-0.08530904,0.040593356,0.043946058,-0.003493771,0.14033885,-0.01870887,0.2770844,-0.0042738244,-0.05783409,-0.08511889,0.01761064,-0.08318286,0.0313451,-0.0198996,-0.019916877,0.2519362,0.014926389,0.14554639,-0.016820565,-0.045217395,0.16382243,0.14661218,0.05910623,-0.0286607,0.2810096,-0.04492098,0.0035083443,-0.21428387,-0.078942,0.0738495,-0.0044453517,0.10527222,-0.05698508,0.1882825,0.015703693,-0.092849195,-0.059288293,0.088737324,0.071309626,0.008738458,-0.06253989,-0.075366914,0.030502245,0.07843852,0.09917694,0.040868595,-0.023084886,0.18435912,0.13402833,0.005276352,0.101202354,0.03831564,0.011272952,0.046590462,-0.07337478,0.14527862,0.12461065,-0.0654705,0.08606124,0.06607939,-0.00978604,0.1311919,0.13644119,0.12969606,-0.026132487,0.013266429,0.026267529,-0.10436033,0.00522995,-0.019209579,0.034563854,-0.022900902,-0.074024186,0.09350361,0.057137653,0.14608286,-0.05358859
6,0.00175,-0.115907334,-0.044063993,0.012532994,-0.1678596,0.10276531,0.22072236,-0.1292733,0.13923655,-0.070412524,0.09001489,0.254129,0.044207767,0.07756157,-0.013415508,0.222549,0.040253118,-0.09647453,0.085065484,0.061966255,0.04159406,0.063223585,0.1491326,-0.33276102,0.40303743,-0.09848878,0.096306056,0.03574787,-0.03002505,0.1445509,-0.024683133,0.35967308,-0.0019765198,0.0128065795,-0.061553523,0.04730189,-0.057025433,-0.008170262,0.04255031,-0.06766343,0.23998798,0.048315406,0.22507973,0.09945132,-0.03974864,0.16880079,0.17842914,0.10801013,-0.014993213,0.35166144,0.015986413,0.12436934,-0.12698737,-0.080730215,0.08974826,-0.0019984543,0.065151915,-0.020302348,0.21067013,0.023373514,-0.12094206,-0.090878434,0.2103024,0.10407935,0.036962092,0.023058668,-0.09067579,0.06441599,0.18620567,0.09706363,0.07088806,0.012987241,0.17023139,0.15735818,-0.014048465,0.11794992,0.054799065,0.12307711,0.04878585,-0.078986764,0.18801294,0.1056335,0.009738445,0.0989473,0.14938952,-0.036114477,0.16143627,0.15029599,0.20779647,0.007650107,0.093157575,0.001686424,-0.08664453,-0.0055240393,0.04432021,0.13562958,0.005891487,-0.036025964,0.071961164,0.13603182,0.19740115,-0.0074834973
7,0.002,-0.11818194,0.09133574,-0.02229727,-0.11778649,0.14759831,0.24770959,-0.20258692,0.12756516,-0.12104182,0.21915142,0.36307442,0.17041616,0.10623689,-0.05432426,0.24886243,0.071223795,-0.011044592,0.17468335,0.18517439,-0.0074473172,0.041459396,0.20846166,-0.346209,0.46627843,-0.05125244,0.17485477,0.11548984,0.015839323,0.17228062,0.057079807,0.3487267,-0.003937207,0.057186857,-0.09122753,0.06507453,-0.093882315,-0.04729584,0.07619546,-0.12288652,0.28294867,0.11713828,0.2747444,0.144661,0.053497404,0.20208792,0.0764873,0.15412377,-0.023956649,0.30748034,0.04795091,0.23407762,-0.17256847,-0.045025393,0.12240052,0.080588564,0.18782474,-0.049625248,0.24774216,0.07609776,-0.18826494,0.03652264,0.26218826,0.1848896,-0.0051510483,0.069753945,-0.10029545,0.16770343,0.19366838,0.08619496,0.09798786,-0.05992625,0.20546596,0.2901699,-0.0051206127,0.18594523,0.1036177,0.13668592,0.06098506,-0.01383023,0.28799897,0.15043469,0.08389129,0.049308047,0.19342689,0.0085487515,0.19401796,0.18376331,0.17367925,0.060545295,0.15762506,0.08675249,-0.13085401,0.020684898,0.029900461,0.15031524,0.026316196,-0.044701047,0.07651262,0.07414049,0.27861673,0.023044422
8,0.00225,-0.11987676,0.13671114,0.033079475,-0.10434334,0.20040797,0.28936642,-0.2465961,0.085525244,-0.09370203,0.2608474,0.34167314,0.25565088,0.09419249,-0.026475266,0.29032707,0.15716137,0.034369156,0.11905256,0.31605458,0.08281207,0.12200254,0.23857363,-0.30864862,0.5179603,-0.06465681,0.31024456,0.1520241,0.027509019,0.1742567,0.07097851,0.402816,0.06546201,0.08119586,-0.05580344,0.15043797,-0.023391135,-0.019612297,0.11886427,-0.06522038,0.31940323,0.10854569,0.3511579,0.15740474,0.11131938,0.25125325,0.18030672,0.2052099,0.05651182,0.4317779,0.10848302,0.29009926,-0.091166146,0.052445397,0.14725463,0.10869864,0.2170759,-0.11241129,0.27824724,0.18261273,-0.16387054,0.08556315,0.2430396,0.17733322,-0.0012655631,0.086341694,-0.061454058,0.2169203,0.17576574,0.1410986,0.083601296,0.031172529,0.19140182,0.23807497,0.04078771,0.23176514,0.11249195,0.15387763,0.07465035,-0.047704726,0.37139243,0.20203699,0.11545955,0.12195663,0.19520791,0.00788866,0.23340188,0.15335931,0.27174634,-0.03394837,0.2512343,0.11733061,-0.12975256,-0.051461637,0.14214407,0.2689218,0.02500774,-0.0417448,0.17793952,0.084447995,0.4369086,0.19685884
9,0.0025,-0.10606901,0.16097896,0.06479712,-0.032868966,0.19709049,0.34539133,-0.19015524,0.079682365,-0.09470832,0.21899234,0.2851917,0.20684065,0.14494793,-0.021216184,0.3509267,0.2274744,0.084461495,0.18191786,0.4000244,0.074322805,0.17866357,0.30172414,-0.2305774,0.508765,0.07818371,0.38742596,0.15368272,0.11046766,0.25790632,0.03389667,0.46829116,-0.025038175,0.11056569,0.013356984,0.26213467,0.030916914,0.07441619,0.11560114,-0.002656497,0.31051224,0.19452636,0.37817115,0.093876034,0.21075068,0.25961822,0.1973352,0.25665766,0.08444531,0.5464654,0.13830517,0.35957867,-0.058323026,0.10656504,0.24001978,0.22061323,0.21851934,-0.042344816,0.27586496,0.2346162,-0.14628968,0.1132455,0.376377,0.21785934,0.06546889,-0.0067954734,-0.04456421,0.26078165,0.2237062,0.24983625,0.14221935,-0.009928763,0.15696599,0.27626878,0.13220616,0.23317607,0.13798244,0.16063894,0.10303745,0.031958476,0.33194387,0.18756412,0.17894544,0.15020193,0.2718202,0.05426836,0.19555552,0.1577086,0.39988917,0.017418817,0.2655049,0.18519513,-0.10311791,0.0034719855,0.25631362,0.27957284,0.04042551,0.040577665,0.23980986,0.10031988,0.3984143,0.2615648
