,Date,videoVBR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.001,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362,0.18639362
1,0.002,0.20528768,0.19435272,0.26476887,0.012960464,0.25771478,0.10804674,-0.111619115,0.008825138,0.2190847,-0.049652174,0.12646317,0.10381891,0.25774616,0.41622794,0.24223247,0.19689432,0.23816843,0.37667334,0.27016228,0.19640431,0.1754303,0.3508895,-0.08589023,-0.03268017,0.37451667,0.47117952,0.2361813,0.34653986,0.28961778,0.29704684,0.09172793,0.18976934,-0.10077345,0.2889868,-0.071689606,0.17241073,0.284078,0.102729335,0.398669,0.15937024,0.1942559,0.119628996,0.3214348,-0.010316789,0.39309007,0.06768541,-0.04165037,0.3238002,0.17804705,0.27078348,0.09346081,0.019095883,0.23425958,0.12360084,0.15180725,0.015840843,0.29252613,-0.08873445,0.39963037,0.108471096,0.2246781,0.09295529,-0.01135461,0.26859167,0.1292738,-0.0153353065,0.038896635,0.22251835,-0.022534475,0.36089146,0.028355554,0.20747302,0.0074344277,0.1215734,0.31278086,0.27496314,-0.00925,0.22672474,0.29508105,-0.023490384,0.10828725,-0.054159924,-0.0774225,0.22226691,0.27665302,-0.0085746795,0.3772237,0.15453184,0.16356313,0.028253451,0.33438876,0.21831246,0.17637879,0.1691769,0.12607417,-0.12122148,0.18664785,0.30308405,0.16090238,0.3243588,0.12762925
2,0.003,0.21927992,-0.05798486,0.2747602,0.036409482,0.29137647,-0.103177905,-0.13578302,-0.058532164,0.4234547,0.10720435,-0.12556309,0.10821858,0.10589899,0.18843052,0.3509508,0.3646304,0.2911323,0.24754244,0.08712897,0.15892276,-0.0115092695,0.46913773,-0.2531438,-0.06290841,0.33255884,0.6257417,0.28316128,0.30749494,0.22222081,0.07935899,-0.016466916,0.13170552,-0.25945923,0.26845974,-0.060869083,0.22058196,0.2537103,0.18505716,0.44964114,0.3307382,0.22355717,0.24360888,0.20091084,0.10128626,0.41246992,-0.008006066,-0.21785447,0.12031618,0.15873133,0.2461493,0.2800881,0.07819986,0.35958135,0.016854838,0.11870766,0.12528546,0.23317423,-0.24283642,0.42972377,-0.17778337,0.22526544,0.046168,-0.10486412,0.26896805,-0.025457412,-0.074196815,0.16328111,0.3147155,-0.07035151,0.25061974,0.01093401,0.31212762,0.09815876,-0.019777223,0.44818908,-0.031235158,0.22485994,0.20214173,0.373058,-0.26887867,0.07904888,0.030606553,-0.055997476,0.33273125,0.52296954,0.118074,0.25464493,0.23987813,0.37035987,0.12856974,0.31172663,-0.005998552,0.161315,0.20397145,0.37931195,0.120591596,0.05876033,0.53561175,-0.050130904,0.25209126,0.120453075
3,0.004,0.22591943,0.23521641,0.08784449,0.10138692,0.30061293,-0.12471953,-0.1913037,0.08402531,0.449731,-0.21512672,-0.16511908,0.09573654,0.1714629,0.2022223,0.1889568,0.44916153,0.17349571,0.2501151,-0.0081432015,-0.01921548,-0.008977234,0.36998445,-0.2640215,-0.05676794,0.23112021,0.55962586,0.31461412,-0.028023183,0.028091222,0.31919682,-0.06262457,-0.083907574,-0.49215162,0.19734609,0.032675713,0.027871206,0.18436618,0.22908105,0.5660353,0.43463904,0.072325125,0.16276936,-0.0263315,0.18733159,0.37124768,-0.04376611,-0.13241205,0.30753994,0.17481574,0.23749232,0.13578622,0.17329143,0.16129339,-0.058017522,0.46467435,0.23843737,0.07594683,-0.46282744,0.38321865,-0.3045379,0.0014278144,0.24289447,-0.034394324,0.18416485,0.06256444,0.0016666502,0.063053675,0.119752005,0.15563929,0.3276355,-0.031984255,0.21404849,0.093814075,0.3619318,0.258195,0.0931746,0.04467663,0.2959467,0.23526326,-0.14970207,0.34121442,0.14569797,-0.28611255,0.30780497,0.40856808,-0.082182884,0.16441777,0.22493272,0.37981528,0.020144314,0.3640694,0.20958357,-0.1357468,0.19459784,0.52068627,0.19614337,0.14453211,0.48839238,0.09722797,0.081606835,0.090614974
4,0.005,0.23133348,0.3335564,-0.14553738,0.10900082,0.15929419,0.3255898,-0.29477587,0.22385302,0.3643279,-0.12661326,-0.27731952,0.19151157,-0.025502086,0.15184726,-0.07529944,0.39973405,0.19240928,-0.023550376,0.0050994754,-0.008305222,-0.07742348,0.3952763,-0.28906804,-0.09887889,0.22168884,0.46220684,0.5363766,-0.10035741,0.24250576,0.43833235,-0.042056113,-0.24401021,-0.54716784,0.31132212,0.32796553,-0.035802707,0.3562843,0.2832558,0.6818112,0.6331231,0.076113686,0.3700612,-0.017050177,0.17123422,0.24350312,-0.05074349,-0.16496551,0.34028625,-0.11127946,0.06429184,0.21336755,0.16448757,0.35422087,0.17469743,0.40441382,0.28706443,0.018431604,-0.19141424,0.28314564,-0.4816233,-0.0518692,0.2000006,-0.13181832,0.090533,0.14044547,-0.093999505,0.12349535,-0.107053936,-0.014555365,0.3307922,-0.24889481,0.12316066,-0.04127802,0.3933083,0.3211712,0.1148512,-0.054927513,0.16118573,0.16762498,-0.25198257,0.34547395,-0.1479032,-0.29258412,0.24652183,0.20270145,-0.2376613,0.13643841,0.13484114,0.38699985,-0.03615752,0.019885063,0.19868666,-0.28562465,0.20157495,0.31330302,0.075164095,0.2615496,0.29987523,0.19013882,-0.11597401,-0.111391485
5,0.006,0.24205783,0.29812902,-0.2973102,0.08954395,0.10549683,0.25485414,-0.6370622,-0.1066564,0.18408066,0.078739725,-0.29880074,0.010668978,-0.21746609,0.3245538,-0.2453734,0.3186317,0.3128357,0.12549047,-0.054590642,0.017533898,-0.027562574,0.26155713,-0.24253696,-0.11359596,0.22063495,0.6101314,0.56588054,0.09718054,0.009780377,0.6067122,-0.15910974,-0.5988793,-0.44945806,0.33148372,0.25342137,0.034867868,0.37971658,0.27462813,0.5788733,0.6983872,-0.062419653,0.5533738,0.0004389584,0.33961293,0.29186606,-0.062754914,-0.28658703,0.27628583,-0.20865786,-0.06309211,0.28686926,0.17117256,0.58159804,-0.004841149,0.39825183,0.549183,0.05268678,0.013575956,0.34106073,-0.5457111,-0.07071397,0.1244551,0.1230317,-0.00071805716,-0.1884352,0.0362536,0.06837445,-0.015206367,0.21525937,0.31529158,-0.20716318,0.26421496,-0.07126674,0.5475194,0.29789358,0.002265513,-0.40313554,-0.1905114,0.32412392,-0.28728616,0.36466375,-0.29388505,-0.35836446,0.2071973,-0.021296546,-0.17579529,0.32083505,0.27169544,0.06886299,-0.03935349,-0.055706352,0.054274112,-0.42561263,0.25554228,0.32675672,0.1253246,0.2092059,0.32241976,0.31907424,-0.13478675,-0.151476
6,0.007,0.24542947,0.28327537,-0.2654012,0.09022218,0.13840756,0.2697753,-0.5895371,-0.33338732,0.4818474,-0.092271954,-0.24225485,-0.25834978,-0.04263942,0.39841074,-0.27111387,0.39781398,0.21285674,0.037778467,-0.029498875,0.16689894,0.12825678,0.40132257,-0.2745831,0.04118371,0.34970525,0.7688786,0.445135,0.1590777,0.14005864,0.64195585,0.028970659,-0.4438765,-0.68276227,0.4850803,0.49494597,0.048685312,0.14784,0.3386383,0.5751078,0.76024646,-0.064642906,0.7722279,-0.1210199,0.282593,0.4412915,-0.064701796,-0.2178084,0.121394224,-0.27238363,0.06925709,0.28763536,0.037803665,0.510273,-0.27672064,0.5600716,0.47307593,-0.086082816,0.082654215,0.48920563,-0.35601342,-0.11440495,0.070649095,0.21400318,0.074670136,0.07218648,-0.035989255,0.15227622,-0.18440574,0.439456,0.39281455,-0.31702125,-0.090539426,-0.07828814,0.5866765,0.16309902,-0.1584366,-0.33790088,0.02168575,0.2132828,-0.59837157,0.48019698,-0.32504767,-0.37904936,0.10059935,-0.10269481,-0.0719035,0.28474432,0.39542866,0.070927426,0.05248104,-0.057544917,0.22392952,-0.59902227,0.100432254,0.3546692,0.14428452,-0.004022464,0.1836092,0.27426034,0.05707255,-0.40996826
7,0.008,0.23613808,-0.037894726,-0.47607237,0.069430724,0.17152531,-0.029999346,-0.47040027,-0.6925395,0.3044557,-0.19119847,-0.26036617,-0.028069928,-0.030142829,0.7419794,-0.26278925,0.3666616,0.2687161,0.044371456,-0.1730232,-0.0034268945,0.025299355,0.44532168,-0.4512081,0.073802665,0.43245545,0.8267507,0.5319153,0.13555098,0.04110992,0.5494805,-0.12789214,-0.36916316,-0.85503554,0.29029816,0.40104312,0.13376696,0.09108806,0.20819655,0.5123029,0.6882843,-0.14854175,0.8443361,-0.25892994,0.44942203,0.5232679,0.15674327,-0.046237722,0.042503744,-0.23995751,0.013126075,0.29880574,-0.08802551,0.3965351,-0.2767158,0.59113157,0.5453123,-0.010126188,0.036931217,0.585044,-0.18964136,0.040680736,0.115697205,0.39801228,-0.06904325,0.3464037,-0.1541203,0.23319677,0.17674737,0.20152539,0.41451406,-0.28838623,-0.09162742,-0.035646394,0.65890074,0.09218833,-0.18453655,-0.5470444,-0.03270632,0.14493054,-0.4959197,0.46960947,-0.45662344,-0.39276087,-0.11908537,0.029980123,-0.21975774,0.4605194,0.6976476,-0.134808,-0.0787037,0.1615385,0.11139078,-0.5933643,0.19269323,0.34531426,0.39261597,-0.26124308,0.18215778,0.4873238,0.048102424,-0.47419757
8,0.009,0.2235788,0.114374906,-0.4422536,-0.08114225,0.33210328,-0.0920057,-0.40630978,-0.6726102,0.29626733,-0.31614977,-0.37163132,-0.05833,-0.025869027,0.80753887,-0.07443392,0.22336501,0.11382789,0.14559624,-0.282541,-0.097643405,-0.0472662,0.24130967,-0.6730317,0.31094104,0.44403678,0.87905383,0.60027754,0.24122491,-0.035449043,0.47925222,-0.14171895,-0.5066079,-0.86003125,0.35201126,0.31983566,-0.08355975,-0.18222058,0.13466996,0.5318688,0.5834709,-0.21351355,0.6522172,-0.3826753,0.65983224,0.70524967,0.1398203,-0.09352207,-0.18863088,-0.4255507,-0.29727453,0.33540958,0.13925603,0.3994115,-0.51970536,0.43897527,0.646598,-0.011951089,0.012212336,0.75818634,-0.24943274,0.1949231,0.029630452,0.43641618,0.12867337,0.39575398,-0.34595644,0.025053382,0.32921535,0.34516007,0.49657395,-0.51502216,-0.11983311,-0.31866848,0.77893883,0.13826004,-0.09571728,-0.33949167,-0.12781143,0.2174418,-0.51750195,0.5298754,-0.13312101,-0.3009951,-0.08735973,0.10296698,-0.44433522,0.5211072,0.5514981,-0.27987415,-0.14344367,-0.07544041,0.27229863,-0.6262112,0.089175604,0.26112005,0.36180434,-0.36757207,0.28962582,0.7493304,-0.065063685,-0.3360188
9,0.01,0.2118365,0.07644774,-0.38274914,-0.31785953,0.38666975,-0.0025190413,-0.668701,-0.34590673,0.27300775,-0.12932673,-0.40484715,-0.006583959,-0.030903846,0.96810913,-0.1570751,0.025538713,0.16496156,0.145423,-0.31156686,0.06422106,-0.20960051,-0.031453222,-0.4407618,0.092391044,0.4484235,0.91992617,0.86708176,0.436127,-0.023744956,0.23717692,-0.029311597,-0.55718684,-1.042213,0.45078722,0.50197476,-0.07110968,-0.09421587,-0.057999253,0.5772444,0.5036224,-0.06341785,0.5442933,-0.29267725,0.7957293,0.6413676,0.3192753,0.1899127,-0.40385222,-0.52389,-0.26708132,0.25108248,0.12624386,0.59856665,-0.16273138,0.26507232,0.7732561,0.104381576,-0.114358574,0.7900998,-0.38249862,0.041669026,0.24770884,0.4168952,0.13046072,0.18369953,-0.34161538,0.14970082,0.2552498,0.4241898,0.39509958,-0.7013483,-0.026921704,-0.23720095,0.7709825,0.30635864,-0.19032955,-0.38860112,-0.04285063,0.10701882,-0.4577043,0.64645624,-0.124854684,-0.30167875,-0.14642012,-0.07553497,-0.363863,0.5179377,0.33272105,-0.333982,-0.07694626,-0.017489627,0.036539197,-0.7427179,-0.104058444,0.259983,0.26435924,-0.4076329,0.38233262,0.78053266,0.16748314,-0.24508688
