,Date,NileMin,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0015082956259426848,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642,0.10007642
1,0.0030165912518853697,-0.6779991,-0.93942964,-0.45552808,0.31227955,1.0438695,0.68451935,0.6762678,0.5633007,-0.6166513,-0.4232447,0.69756424,-0.10141981,-0.20427081,0.24908441,-0.5244041,-0.24307178,-0.1304245,1.0827047,0.42748234,0.8968375,0.41291565,-0.24259625,0.07439946,-0.13279197,0.3126922,1.0797523,0.11058786,0.5585427,0.45596972,-0.4091298,-0.31384474,-0.42368165,-0.8705348,0.49996343,0.5250447,-0.28037876,0.22876036,-0.34621882,0.06618198,0.38674784,-0.5474276,0.40808564,-0.102396145,0.29636082,-0.3522393,0.9394336,-0.18627931,0.30820328,0.45083722,-0.40222672,-0.08823474,-0.05235894,-0.13127935,0.41586503,-0.046538915,-0.91185296,0.26317894,-0.12724495,1.1160431,0.61506015,-0.067488745,-0.71446747,0.6195909,0.65053487,-0.25712997,-0.057431266,1.2197574,0.07261729,-0.39737248,0.09287864,1.0421464,-0.33529744,-0.27252993,0.050698474,0.5331001,0.29375827,-0.1303144,-0.39002404,0.6325383,-1.2130282,0.7874088,-0.41094622,0.62153566,0.54885167,0.023403391,-0.30718562,-0.34809178,-0.39785007,0.08453212,0.3686397,-0.52227145,-0.48798347,-0.18652649,0.22638325,0.45278472,0.09691742,-0.5649332,0.08096707,0.26842007,0.8083401,0.39984983
2,0.004524886877828055,0.2353939,-0.41958034,-0.40769768,1.279834,1.4246463,0.27436414,1.7676755,0.96912813,-0.9235207,-0.44223058,0.010330997,-0.16567445,-0.16435936,0.07946565,-0.5765003,-0.42601913,-0.45855463,0.6689413,0.41048414,0.7844407,1.5030073,-0.53406215,-0.1907054,-0.28460795,1.1055548,1.5562996,0.28290448,0.11622846,0.4433844,-1.0234072,-1.4682984,-0.799623,-1.0071926,0.8777289,0.4077471,-1.2523811,0.41180506,-0.60947555,0.37124556,1.1558867,-1.3842611,0.96549016,-0.5699263,-0.19974458,-0.095980085,1.4310626,1.3325156,-0.35477468,0.19783613,-1.2570807,0.23823932,0.054775562,0.22321093,-0.14639544,0.3470363,-1.0238531,-0.46458226,-0.6828733,0.94739443,-0.15779918,-0.967581,-1.639833,0.33372107,0.6314397,0.15311663,1.0159609,1.1678201,-0.16687135,-0.4321698,-0.49744457,0.29970196,-1.1668247,-0.42478278,-0.9459212,0.60963506,-0.28542522,-0.14081274,-0.86183095,0.9541836,-1.7526734,0.020348543,-0.9821428,0.556645,0.7703683,0.46798867,-0.54262054,-0.8187527,-0.5186694,-0.24298464,1.353118,-2.0650008,0.29565844,-0.5302571,0.4128437,0.00038995594,-0.4064663,-0.56705254,-0.3270167,0.42453083,0.9628665,0.8446834
3,0.006033182503770739,0.2353939,-0.18903157,-0.17597465,1.5239277,0.43469328,0.33012682,1.7858925,0.5481421,-0.4657302,-0.3151892,-0.8115401,-0.17772669,-0.7014992,0.7568026,-0.7990105,-0.48723814,-0.51996446,0.3612022,-0.29746264,0.5294888,1.540338,-1.0126292,-0.37343347,0.42949843,1.1541481,1.8029373,-0.8264925,-0.4233991,0.15655372,-0.8046876,-1.2246468,-1.3677623,-1.6928685,0.6939047,0.31825635,-1.4389281,0.070467,0.05122047,0.19665618,0.03710893,-1.2582703,1.2033439,-1.5764159,-0.022753272,-0.37308168,3.2089791,1.4738882,-1.0431287,-0.056377888,-1.1083952,-0.25059372,-0.35843462,0.30566406,-0.0045649083,0.43890953,-0.54519844,-1.3726505,-0.6863606,0.82856023,-0.59227264,-1.2084303,-1.9571204,-0.72716975,0.52330357,0.4078231,1.2215345,2.3181448,0.32443103,-1.0134593,-0.64960796,0.3714971,-0.8009584,-0.1816799,-0.9243773,1.0852058,-0.0021210834,-0.42016146,-0.27575973,2.1653352,-1.8352361,-0.7272168,-0.9415711,-0.07466933,1.8636649,1.2252948,-0.8320807,-1.796144,0.023735564,-0.37709504,1.5529432,-1.271481,-0.51281923,0.45432442,0.225514,1.0482059,-0.8358307,-0.6704699,0.6435021,-0.17591953,1.5209122,0.4804395
4,0.007541478129713424,-1.8507506,0.5199505,-0.29542732,2.313626,-0.20202868,0.4872507,2.528299,-0.10942902,-0.8440553,-0.85644746,-0.030362537,-0.3372138,-0.14848705,-0.084104545,-0.36047608,-0.36623904,-0.6495887,0.6565466,-1.066699,0.36483905,1.221889,-1.2877806,-1.4845483,1.0155483,1.1087081,1.5247111,-0.9205263,-0.4796746,-0.9920235,0.21500362,-1.2977101,-1.8464434,-2.1413877,0.014194623,0.8952812,-1.6087933,-0.6572918,-0.47988567,0.8145778,0.29435867,-0.71258897,0.6823559,-2.1057668,-1.1291949,-0.53772277,3.262969,0.87549627,-0.932163,-0.46038148,-0.8210906,-0.84100616,-0.5824103,-0.15404288,-0.2602811,1.2548405,-0.63370746,-2.5740273,-1.2213464,1.2480645,-1.352296,-2.2382345,-1.7697988,-1.1002427,0.53609794,0.72190696,1.4274317,2.3576424,-0.543274,-1.1402941,-0.34960085,0.6878095,0.07520035,-0.62230533,-0.12278163,0.5343328,0.0806246,-0.5447636,0.03200148,2.2329185,-1.7347851,-1.5320395,-0.8906577,-0.3765725,1.8538884,1.0975553,-0.8495836,-1.5326805,0.45703605,-1.0413332,1.4071058,-0.90753424,-0.94913745,0.872536,1.2677922,1.1506292,-1.3051914,-0.10270739,2.436017,-0.95921093,2.03235,-0.024431586
5,0.00904977375565611,1.9606917,0.79730004,-0.12355013,1.9612195,0.566288,1.4703591,2.9629564,-0.19079255,0.21000236,-0.5672263,0.94352716,-0.67451644,-0.49277133,0.4774964,-0.7362615,0.025812939,-1.0730262,1.0114706,-0.8858299,0.851367,1.1721196,-1.3950673,-2.3126569,1.2610554,1.1148342,2.7231865,-0.69134414,0.43686485,-1.4239166,0.65940535,-1.1989241,-1.7064891,-1.7635629,-0.14896187,1.1620516,-1.5614963,-1.0163233,-0.26834798,0.92548144,0.26145995,-0.9783038,0.99051404,-2.6746511,-0.79989105,-0.3690829,3.4576242,1.1669803,-1.5133141,-1.4462098,-0.99109507,-0.3890745,-0.45358902,-0.24503984,0.4892351,2.175578,-0.25758007,-2.870707,-1.5837653,1.4828138,-1.1363623,-2.753467,-1.6987958,-1.4588116,-0.26728806,0.9870608,1.1007152,2.358646,-1.1332545,-1.1089807,0.24053836,0.81635195,-0.34039527,-0.26992655,-0.14649259,0.24357313,-0.116608076,-0.746448,-0.5729625,2.7760847,-1.1219867,-1.9632797,-1.5531199,-0.08771923,1.5700676,0.6045296,-1.4984304,-1.9079912,0.18721311,-0.9667081,0.07830489,-1.0192499,-0.8235626,1.8374891,2.5469468,1.8063402,-0.8518517,-0.2627168,2.8981934,-1.6990457,1.2714043,-0.63929504
6,0.010558069381598794,0.336882,2.046372,0.35141098,1.5598949,0.5304512,0.4856652,3.0365665,-0.20258759,-0.056861714,-0.27333418,1.0848491,-1.4430474,-1.151784,-0.21463956,-0.70082515,0.46502975,-1.5803443,1.3443049,-1.4402049,1.0309986,0.5115544,-0.38139454,-1.8605891,2.2388232,1.3714728,2.5550234,-0.18777385,-0.2875333,-1.6998802,0.9462204,-1.663061,-1.8544657,-0.93753153,-0.23124133,1.4517791,-1.9034716,-1.6414995,0.15887077,0.49097586,0.7884942,-1.4455192,0.47403616,-2.7898743,-0.6364946,-0.69348466,3.3210502,0.8464648,-2.3237517,-1.0869368,-1.0015035,0.06865154,-0.294587,-0.13526818,0.17083675,2.7636735,-0.5216566,-3.0648472,-1.2299567,2.0271037,-1.5039227,-2.4874659,-2.1252012,-1.6782295,-0.042649582,1.6310817,0.88512343,2.3937533,-1.2176466,-1.9366816,0.41761944,-0.25873765,-0.5698038,-0.021764368,-0.3312276,-0.24225576,-0.4690662,-0.6782649,-0.30830908,2.754849,-1.0453223,-1.2562871,-2.248811,0.06660242,1.2695231,1.1879216,-2.306704,-1.8426019,-1.4604372,-1.2551646,-0.5499642,-0.88455665,-1.7675643,2.06811,3.2881808,2.8103771,-0.3613848,-1.189021,3.2976444,-1.3777909,1.4218559,-0.78656113
7,0.012066365007541479,-0.50885224,1.8922524,1.5435438,2.3201587,-0.31962705,0.2450317,2.7148004,-0.52981013,-1.0841441,-0.42993504,0.53107464,-1.2485147,-1.6789933,0.8521895,-1.3753704,0.44023478,-1.8564737,0.61245275,-1.6374946,0.23927683,1.3700688,-0.09292731,-2.0781198,1.7702866,1.2035022,2.9310467,-0.033723295,0.3219828,-1.545679,0.17992243,-2.1128738,-1.6863265,-0.48101515,1.1043768,1.0306404,-1.0827303,-1.3909068,0.2483571,0.4371346,0.9271519,-2.087298,-0.24474697,-2.9623938,-0.6946564,-0.94132555,3.3657565,1.0555066,-2.856902,-0.9753336,-1.5191774,0.07618909,-0.63147336,-0.14580768,0.07948595,2.3338218,-0.99067986,-2.4377694,-0.65733695,2.4211817,-2.0207744,-3.3954215,-2.517075,-1.0667486,-0.95367706,1.3993387,-0.0054477155,2.5584145,-0.8358394,-2.1729343,0.12053117,-0.3688037,-0.27154794,-1.1131458,-0.25288913,-0.9713129,-0.8525951,0.12905148,-0.1988428,2.3001456,-1.2109872,-0.9642344,-1.4826891,0.33680674,2.259036,1.858211,-2.4584396,-1.337827,-0.90174,-0.8213948,-0.96425015,0.20300856,-1.0160487,2.2928872,3.4830856,2.9598253,-0.16031983,-1.6417165,3.4477077,-0.67712617,0.32064146,-1.3743712
8,0.013574660633484163,0.70900506,2.567474,1.7542845,2.717859,0.5085738,0.182201,2.8653212,-0.6874097,-1.1150501,-0.2819731,0.024815032,-1.1052084,-2.2907197,1.7373371,-1.8802847,0.16964614,-1.9818081,0.050093368,-1.6008844,-0.09884484,1.5764043,0.7830814,-2.3370914,2.5348966,0.5936361,2.8493547,0.24835701,0.7269934,-1.6288755,0.2387309,-2.1035416,-1.7910162,0.009807486,1.451956,1.0108579,-0.5166079,-1.4104037,-0.097175986,0.13189381,0.8332156,-1.9982113,-1.0749582,-2.8899512,-0.3682046,-1.0110949,3.1569858,0.89552844,-2.4466963,-1.1270627,-2.2405844,0.35412684,-0.91257536,-0.47322693,0.21448404,2.211306,-0.92854035,-1.6835836,-0.7123182,2.4736733,-2.5405443,-4.2771406,-3.4210496,-1.3258637,-1.0785642,0.70458114,-0.33685935,2.2169497,-1.8940119,-2.4325793,-0.4286825,-1.0794452,-0.044392504,-0.6977318,-0.40278438,-1.3169186,-1.0588758,0.9911907,-0.108907886,2.4648411,-2.2221591,-1.8770795,-2.077864,0.11744425,2.6613238,1.9523332,-2.5002208,-1.7021166,-1.1795812,0.1466002,-0.9802153,1.4679121,-0.19667129,2.5068674,3.509348,3.4869177,0.4089447,-2.127633,3.5478024,0.4359504,-0.8909813,-1.044591
9,0.015082956259426848,1.622398,2.139033,1.2128218,2.6460953,0.68005276,0.029006071,2.9549446,0.3309394,-0.51076674,0.07325634,0.6961793,-0.8636098,-2.2210016,1.0924554,-1.4100823,-0.15048362,-1.8543437,0.1297158,-0.97792375,-0.43686903,2.4983263,0.28618717,-2.4077342,2.4078255,1.3432758,3.0285306,0.26903313,0.7646172,-1.9968534,0.5779744,-2.3833423,-1.353109,-0.83773065,0.27787417,1.8119817,-0.55217505,-0.6789206,0.20885861,0.19584215,1.1940913,-1.4997303,-1.1039822,-2.8473525,-1.2848394,-1.2949301,3.1820252,1.0860146,-2.155327,-1.5170093,-2.2683172,0.7595848,-1.1182908,-0.09503329,0.39962578,2.4789102,-0.46294737,-2.3843312,-0.6289153,2.0411649,-2.620216,-3.4136922,-3.0825949,-1.4287603,-1.2375718,1.1001582,-1.0975962,3.1891432,-2.0178797,-2.206285,-0.25778493,-1.1374167,-0.3324176,-0.83610845,0.94561327,-1.6239663,-0.76177245,1.0056287,-0.1880658,2.7835498,-1.8558469,-2.1420078,-1.4959067,0.0502498,1.7153591,2.1913269,-2.5099647,-1.2790302,-0.87057745,0.21185887,-0.81847084,2.5517077,0.28139976,2.7666965,4.039178,3.5564551,-0.29715884,-2.3533003,3.6044264,0.61963165,-0.8580139,-1.275407
