,Date,fOU_H0.7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294
1,0.001,0.30614763,0.5617058,0.23745903,0.12542868,0.42708373,0.2705495,0.43727958,0.29622397,0.58931416,0.43855727,0.062114835,0.35275814,0.3257354,0.30935234,0.55487555,0.44144,0.09323439,0.46207252,0.2177594,0.30767342,0.46363205,0.33638912,0.29856086,0.45811906,0.19304243,0.32117954,0.0206438,0.17678848,0.4462954,0.5852783,0.3897149,0.012910843,0.25872892,0.30977938,0.40049797,0.5475534,0.29283977,0.27563083,0.50187385,0.41470146,0.09890425,0.3971725,0.34082985,0.5093005,0.35942656,0.33502102,0.35696122,0.40016878,0.46402597,0.16404182,0.20842116,0.36219332,0.4954473,0.7236601,0.2246087,0.35278493,0.32813767,0.43320805,0.2868672,0.12184101,0.63740087,0.38134286,0.5894641,-0.062364608,0.36885253,0.49972853,0.195176,0.45383886,0.33545092,0.351539,0.61576885,0.3107855,0.2716645,0.0069173574,0.6407832,0.3274903,0.6332124,0.28267738,0.16276339,0.15795466,0.36690316,0.34572947,0.319986,0.39250728,0.28462481,0.2505361,0.19741917,0.3792437,0.39329588,0.5550598,0.5725133,0.39840493,0.17061278,0.50823,0.5027355,0.5336299,0.19185796,0.5345702,0.21465549,0.56070673,0.45740703
2,0.002,0.2894981,0.4058292,0.22501758,0.1855578,0.4419389,0.38337672,0.16771479,0.22905938,0.57473993,0.53739893,-0.0701724,0.53002536,-0.05551827,0.27580008,0.86282504,0.27655828,0.2063939,0.53281426,0.23517978,0.43202803,0.4562693,0.5701704,0.3416338,0.36125326,0.1318694,0.6442472,0.111810654,0.3304001,0.27788886,0.4328122,0.33358943,0.04699689,0.32816368,0.03383857,0.5080968,0.60061085,0.27368677,0.3857534,0.569731,0.33485013,-0.021663308,0.4089197,0.27621686,0.46166015,0.3501504,0.44583887,0.48574537,0.7136477,0.40795714,0.20003252,0.23476468,0.41190678,0.75713885,0.6432853,0.2158462,0.47635996,0.24448407,0.38948888,0.16504204,-0.06341672,0.6263577,0.44150254,0.5983431,-0.15202552,0.35897377,0.6481019,0.40975475,0.28316462,0.4034472,0.11431533,0.71853507,0.30076814,0.25163347,0.31577623,0.7532752,0.12681463,0.34545568,0.23548034,0.016387403,0.11610031,0.2862897,0.63819265,0.27946734,0.49620727,0.20134327,0.22173256,0.29241282,0.41317117,0.48721546,0.51611274,0.729157,0.34037825,0.265224,0.52852595,0.4458332,0.53494835,0.24058963,0.56377846,0.30029994,0.5364728,0.33034045
3,0.003,0.2810283,0.635203,0.16779856,0.12484825,0.32831365,0.24197534,0.1753111,-0.008111,0.37198508,0.585254,0.11070579,0.48697346,-0.2515818,0.34547788,0.7168121,0.26135734,0.15321027,0.48414657,0.054961443,0.5467162,0.5223712,0.48354286,0.12019348,0.05339253,0.27323017,0.63169914,0.21149546,0.1146656,0.16327287,0.527717,0.40594596,-0.30787438,0.13318624,0.24028924,0.5154246,0.59542274,0.41402188,0.22932664,0.68953574,0.21940559,-0.26843452,0.33387724,0.22808379,0.80045056,0.28578034,0.2049538,0.6115465,0.9781396,0.331222,0.27602494,0.0780679,0.30177724,0.6490875,0.6821192,0.2419353,0.5542638,0.20794997,0.39990288,0.50119233,-0.0061437488,0.6843294,0.7929947,0.53649515,-0.2683758,0.43119013,0.6972149,0.50581884,0.16976017,0.56473005,-0.030843556,0.66366565,0.49615335,0.15988964,0.2462163,0.88166106,0.18250902,0.3426064,0.2861346,0.013001323,0.0938406,0.18262152,0.7177443,0.3446292,0.49089146,0.13579094,0.24917631,0.13651624,0.32659623,0.58537275,0.52898073,0.81706476,0.3436508,0.1272716,0.39210165,0.63997597,0.5868458,0.15315735,0.76982677,0.103159726,0.283373,0.39863452
4,0.004,0.33336022,0.7119019,0.04990399,0.16271274,0.4512931,0.027568609,0.19601648,0.03885019,0.41002452,0.643897,0.022816956,0.464032,-0.34554273,0.36675188,0.81315,0.36823782,0.096208096,0.70818174,0.12996201,0.3753332,0.44525814,0.5425762,0.10265428,0.47708347,0.23224728,0.768561,0.36110058,-0.08755198,0.25050145,0.61190027,0.4932974,-0.27140373,0.107611775,0.31943902,0.48312932,0.5854991,0.35944727,0.19897862,0.92935306,0.48515975,-0.170627,0.24594921,0.2311854,1.008286,0.47210413,0.20890148,0.7142935,1.0432484,0.2659917,0.28874385,0.27367628,0.39190817,0.7287122,0.7311956,0.36869967,0.6380548,0.31843412,0.5193132,0.6120386,0.18754175,0.5976398,0.7745769,0.651559,-0.37006688,0.23376128,0.6924166,0.45755118,0.19902264,0.6534841,-0.3127964,0.5881447,0.4073372,-0.106571406,0.33681527,1.0016735,0.20948009,0.69953734,0.10023755,-0.09945023,0.29203975,0.042542458,0.79428434,0.35232294,0.5811573,0.26470748,0.18903936,0.20520535,0.26826018,0.38217288,0.63669527,0.9150011,0.3809429,0.25943166,0.6428244,0.9190813,0.6004934,0.38478807,0.8299142,0.1273397,0.43054786,0.2141015
5,0.005,0.39830923,0.58731365,-0.06328103,0.0750674,0.47418076,0.078599036,0.308344,-0.035270154,0.32627967,0.5721328,0.11794165,0.5718736,-0.39578414,0.29967177,0.95572495,0.33433783,0.10864699,0.7589923,-0.00867033,0.5131588,0.41190112,0.7062254,0.17624085,0.44551027,0.41027403,0.67304015,0.2588912,-0.2380752,0.2907854,0.41798282,0.6205655,0.051258206,-0.038164794,0.25616464,0.313865,0.76891434,0.33533037,0.40137511,0.9641331,0.5035442,-0.46751857,0.12840882,0.3247448,0.8190292,0.5718317,0.19693236,0.586663,0.8988827,0.31588233,0.20659284,0.3268675,0.5030177,0.59073937,0.90668476,0.43728063,0.4467554,0.34762847,0.3979714,0.34595102,0.1438521,0.7238618,0.7851934,0.39531225,-0.2264378,0.27915046,0.4554004,0.32284158,0.19412364,0.59785384,-0.39138114,0.68024445,0.2771228,-0.12646008,0.36230528,0.98206156,0.3172704,0.88047594,0.096016884,-0.09833223,0.2507997,-0.031589806,0.9714667,0.09656155,0.602226,0.37411055,0.31196243,0.24787769,0.31122765,0.5351451,0.50538784,0.76161337,0.70168895,0.37959313,0.72944933,0.8443128,0.55565554,0.35107934,0.7485577,0.015854478,0.23111755,0.457725
6,0.006,0.4703133,0.483871,-0.049224317,0.07287818,0.33425796,0.23845306,0.40653706,-0.084395826,0.009885043,0.5913154,-0.32082886,0.54803556,-0.4138536,0.4021348,0.8382339,0.38681278,0.124590516,1.068156,-0.0651761,0.3934744,0.47705102,0.8175086,0.27636158,0.57807606,0.41325945,0.67946327,0.37983906,-0.10858485,0.26122576,0.4814182,0.57288545,0.38092992,0.09818351,0.31887943,0.24546613,0.746647,0.06423789,0.33261004,0.9404068,0.3729701,-0.5583547,0.041161448,0.4254371,1.2803817,0.64483047,0.32934457,0.58133703,0.72015285,0.521799,0.15742896,0.066319704,0.5760914,0.8005655,1.0585372,0.47328,0.12434727,0.26463974,0.17635672,0.26119956,0.24069716,0.73044944,0.6469745,0.43201965,-0.17828995,0.23198959,0.587747,0.33443597,0.17534395,0.6091059,-0.2711935,0.7702853,0.22222783,-0.053617865,0.36162764,0.9490609,0.26524043,1.1431758,0.1493101,-0.11935681,0.23895487,-0.070776075,0.810579,0.12677479,0.7410733,0.4934652,0.48249638,0.32439503,0.32252938,0.67751855,0.57359767,0.8618164,0.5890205,0.28969657,0.89457095,0.86704236,0.42370358,0.38431954,0.8549949,0.08898568,0.12199262,0.59145665
7,0.007,0.44748554,0.22273302,0.010402918,0.23635541,0.2129534,0.4249934,0.6287951,0.083841085,-0.027068496,0.71233076,-0.37147218,0.46450403,-0.2860567,0.18228737,0.6728197,0.25116143,0.09156227,1.2842447,0.07597655,0.3198077,0.52431977,0.73677313,0.29704028,0.64378583,0.36633313,0.68623847,0.30283096,-0.1284796,0.29439586,0.34275794,0.3451764,0.24865425,0.107216924,0.29516676,0.34980637,0.4453,0.24037983,0.33103156,0.98669773,0.39327428,-0.5669114,0.08464539,0.46730694,1.5251353,0.81809604,0.59485096,0.509534,0.6127696,0.5332253,-0.08918637,-0.13363796,0.67157716,0.8232306,1.0386021,0.3817172,0.14951998,0.266518,-0.16106021,0.4639948,0.014138997,0.72314095,0.7556528,0.33325198,0.02912265,0.31014746,0.8444498,0.1262097,0.230871,0.57596004,-0.17966205,0.53048646,0.24968533,-0.0629932,0.3099241,0.87676513,0.2850114,1.030051,-0.07064438,-0.48302072,0.18908706,-0.102612644,0.7086737,0.44730467,0.75656205,0.64233124,0.6360754,0.28431422,0.5185876,0.67187834,0.27682784,1.0230681,0.59628737,0.11219859,0.8221692,0.82520133,0.43686885,0.27475724,0.9481452,0.28546447,0.07744408,0.6048721
8,0.008,0.50912297,0.22915563,0.16994922,0.09085113,0.29337198,0.41395947,0.8480694,0.1939858,-0.019808948,0.7117119,-0.281268,0.38261205,-0.2921031,0.0027149022,0.58202136,0.25153393,-0.17065644,1.175823,0.30627188,-0.02125305,0.7084545,0.84929466,0.13674259,0.32915294,0.60962456,0.88332266,0.28103864,-0.0369429,0.2614351,0.43584174,0.4356497,0.20647502,0.05630219,0.27262044,0.22048269,0.84450155,0.38233972,0.573755,1.2908092,0.400185,-0.6754109,0.017615557,0.46083647,1.373135,0.58232236,0.5389879,0.45497322,0.5125519,0.58529365,0.001898706,-0.1683569,0.6877591,0.86374193,1.0593078,0.36647356,0.06104037,0.3106455,-0.32944107,0.49642467,0.053344786,0.9153282,0.7229479,0.47753018,0.066930026,0.18276341,0.9498232,0.16794366,0.14532934,0.555768,-0.17464119,0.5040233,0.31312802,-0.12535042,0.25882155,0.89157385,0.055735886,0.9213708,-0.019776016,-0.72128755,0.17458509,-0.08941615,0.90055084,0.47998995,1.0550427,0.5835437,0.4830613,0.10694769,0.7120511,0.634449,0.29658815,1.0698621,0.54816866,-0.18263745,0.7777854,0.7937849,0.47235876,0.09937382,0.902351,0.42623663,-0.07068312,0.5263162
9,0.009,0.5136927,0.24825191,-0.13443637,-0.06323153,0.15761955,0.36821052,0.8984676,0.10103822,-0.14745772,0.41448355,-0.12048718,0.32639635,-0.2009092,-0.15559614,0.5771371,0.14757545,-0.04622677,1.2961996,0.38697588,0.03813052,0.5868128,0.85602784,0.15618154,0.16371442,0.4998834,0.9437749,0.08471292,-0.071724325,-0.2196964,0.35220817,0.57847553,0.25886077,0.14816362,0.05154842,0.06746721,0.809518,0.58002806,0.46668255,1.2022939,0.36126307,-0.59098005,-0.04190862,0.39198893,1.27181,0.4841467,0.5035933,0.5244142,0.55877775,0.6126133,0.009907007,-0.28974485,0.419703,1.0874962,1.2134768,0.25152236,0.005272001,0.4974435,-0.18026716,0.33471534,0.13322489,0.72828525,0.98972404,0.4985206,0.005622536,0.2197228,1.0274928,0.2793502,0.32992822,0.39241457,-0.01920098,0.5494497,0.23763385,0.026998252,0.23670146,0.7834765,-0.12813854,0.7579907,0.28339645,-0.58941865,0.49673754,0.07564893,0.8979327,0.6112047,1.1498123,0.26019192,0.45283383,0.21098119,0.65995616,0.6920427,0.35680854,0.6331264,0.54153687,-0.17862535,0.7140509,0.872773,0.5243737,-0.079043835,0.78137445,0.551612,-0.29827178,0.6496048
