,Date,fOU_H0.7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294,0.37730294
1,0.001,0.30614763,0.3690085,0.4627295,0.4351571,0.41727814,0.26296836,0.34521616,0.34403774,0.22947258,0.5737902,0.31627625,0.32287222,0.5345333,0.31882906,0.26025796,0.48360392,0.3182965,0.36553663,0.35805163,0.35281706,0.2730138,0.4395162,0.4702828,0.43470165,0.4285494,0.33179626,0.5022478,0.41087666,0.406841,0.4914446,0.462928,0.44901052,0.3993387,0.34502915,0.36611512,0.38241708,0.38891333,0.381667,0.38636637,0.30938247,0.3179043,0.4176306,0.46204367,0.43162918,0.41282243,0.39623794,0.34007862,0.4246237,0.322895,0.49078465,0.2821833,0.45745105,0.3665426,0.37565368,0.45885268,0.3749248,0.39006075,0.36402866,0.441837,0.43275836,0.3134131,0.34282422,0.44066954,0.4071802,0.41372365,0.39108884,0.370943,0.40705135,0.43949842,0.428909,0.34804606,0.2921717,0.3843356,0.4242872,0.4728812,0.30482414,0.24481873,0.22198045,0.38789058,0.36254203,0.42475852,0.4318615,0.37338004,0.30772644,0.22266842,0.35490814,0.37726858,0.3831294,0.40478048,0.33360192,0.44353715,0.2916484,0.5146496,0.41211766,0.32537344,0.2836992,0.4926924,0.21051438,0.4051764,0.37713736,0.36074623
2,0.002,0.2894981,0.4409248,0.3893527,0.44247305,0.35601762,0.33684716,0.29219678,0.39243594,0.19302562,0.421888,0.35094097,0.3361229,0.37891847,0.402335,0.4160902,0.4279498,0.38645592,0.45095047,0.53738797,0.36036825,0.16517004,0.43398103,0.38789845,0.44298747,0.4027388,0.22679792,0.44358912,0.47690976,0.47277832,0.46237582,0.34701112,0.45852485,0.26201576,0.31646416,0.32444412,0.47514123,0.27208045,0.4765172,0.44111973,0.27347702,0.30566236,0.3630304,0.48447925,0.50412756,0.5637708,0.3701161,0.4684355,0.24942358,0.36917514,0.50294936,0.34950686,0.3894007,0.3765228,0.30145913,0.42909968,0.5087461,0.48130345,0.3429186,0.39974508,0.53965646,0.24563622,0.3107974,0.47963768,0.3959757,0.40727663,0.4578602,0.2740594,0.32744855,0.40069184,0.47944936,0.38639596,0.31180614,0.34708098,0.40557763,0.5203329,0.26027557,0.2881991,0.1651657,0.45406175,0.2608753,0.4640842,0.36847773,0.38639042,0.40783885,0.20162527,0.4195639,0.31581825,0.2184545,0.38785824,0.26674682,0.4275836,0.26574016,0.44365725,0.37218907,0.22766751,0.27840605,0.35935533,0.1981672,0.43033624,0.42251903,0.5470394
3,0.003,0.2810283,0.44646785,0.47385478,0.52597034,0.34675568,0.43971702,0.33050698,0.22370403,0.080856524,0.41034794,0.39900413,0.25902268,0.37083712,0.55384094,0.41307026,0.39000565,0.4941845,0.5245252,0.6231567,0.33756468,0.27211484,0.37855574,0.44032934,0.4095176,0.5760457,0.13322249,0.35278296,0.6155778,0.4793146,0.47486946,0.4542822,0.39861947,0.39366442,0.30789056,0.2026324,0.50418395,0.17218691,0.41566226,0.45895305,0.32351688,0.33921295,0.22559577,0.5020557,0.5612068,0.49874568,0.29906577,0.52049017,0.36054435,0.4099125,0.37819737,0.32301337,0.38854176,0.31904542,0.3055266,0.40558785,0.4509521,0.5035354,0.3373819,0.49451518,0.518968,0.4027253,0.32917556,0.5067688,0.32714012,0.40366,0.50021356,0.29984882,0.3283313,0.53004396,0.4616861,0.25821024,0.36808458,0.359554,0.3589909,0.4093542,0.18575346,0.29246616,0.12112835,0.47263393,0.24212302,0.45371544,0.3355282,0.34331167,0.5072018,0.2904606,0.44238794,0.37431625,0.37262112,0.4323029,0.44658172,0.43598258,0.2770258,0.47224584,0.33836198,0.16670465,0.27399638,0.41321248,0.05612874,0.49405593,0.34280503,0.52665794
4,0.004,0.33336022,0.4743889,0.45452368,0.56219524,0.33782804,0.48218495,0.28147662,0.23945048,0.1990337,0.37946615,0.4364534,0.26870063,0.34962794,0.5215426,0.5003853,0.33791208,0.54840714,0.5498869,0.60282016,0.31230527,0.33869997,0.39609572,0.5154304,0.35962647,0.64854175,0.0706535,0.3889291,0.6149453,0.50387114,0.48006317,0.5570521,0.3835175,0.38246936,0.32308847,0.15230402,0.5669094,0.2811947,0.34331998,0.5488661,0.26261574,0.42583156,0.18649004,0.4916933,0.4317153,0.35330743,0.2541943,0.4610223,0.34186852,0.36730897,0.48199412,0.301865,0.50157017,0.3106226,0.31898588,0.381337,0.37851575,0.6067957,0.491929,0.39014572,0.46978623,0.33292204,0.35237357,0.4307045,0.32314032,0.38241556,0.5503017,0.27636853,0.27134603,0.61654747,0.58443093,0.32196254,0.4365561,0.40082884,0.28842372,0.3415939,0.23483081,0.40223044,0.045740172,0.29377207,0.35932538,0.52465796,0.39419526,0.37235817,0.5303392,0.35697913,0.40483057,0.31389636,0.46410608,0.44873065,0.50461894,0.4325393,0.30365947,0.55936545,0.51626575,0.26164454,0.35092553,0.32088038,0.018669967,0.4523179,0.28026626,0.5769949
5,0.005,0.39830923,0.3708627,0.42412323,0.4919275,0.33785498,0.68713176,0.2619639,0.26080054,0.3061679,0.4845096,0.54901165,0.2668382,0.44206563,0.4481362,0.55211556,0.33308113,0.62381315,0.5510602,0.61813474,0.38638526,0.23682372,0.3649513,0.53751606,0.41095105,0.65635854,0.17430165,0.453232,0.64899856,0.44088253,0.55110496,0.5022348,0.30091098,0.37120292,0.32982373,0.19164483,0.7065802,0.1694273,0.34025484,0.5591174,0.21379401,0.29238117,0.23673196,0.48626468,0.47237656,0.36239848,0.26903024,0.5218868,0.45099658,0.3828294,0.42863545,0.17715733,0.4227076,0.38376972,0.22285093,0.17504187,0.40326983,0.54426897,0.6155442,0.50799984,0.51722836,0.33953494,0.18211564,0.4206974,0.4690757,0.30169794,0.55961686,0.20500308,0.36615068,0.6833129,0.65016687,0.35557374,0.51651126,0.3897437,0.34766918,0.45301193,0.2801504,0.48692125,0.067817874,0.26592517,0.34109044,0.5609989,0.2950025,0.43370804,0.61214787,0.27780312,0.31100485,0.22992548,0.5043982,0.43030626,0.4785909,0.46018934,0.31500563,0.5682893,0.5888586,0.13188684,0.30569744,0.37392172,0.11234529,0.45312577,0.22523962,0.5088605
6,0.006,0.4703133,0.25628042,0.37809086,0.52513343,0.40399864,0.6915945,0.4081611,0.2527672,0.46076584,0.53806967,0.53537136,0.17851508,0.41488245,0.5290978,0.49595863,0.31835613,0.68353003,0.49278384,0.6752124,0.38098115,0.19023909,0.37898093,0.5396419,0.37625065,0.69534874,0.22727223,0.37155634,0.63900745,0.49595922,0.42356277,0.42673257,0.41341963,0.45401984,0.25517693,0.14166275,0.61853397,0.27183858,0.37943277,0.47497016,0.22482876,0.24931571,0.3534311,0.46380597,0.30582923,0.26996997,0.29802397,0.6316605,0.49135506,0.39057574,0.25346145,0.10867498,0.36902124,0.3417834,0.3022594,0.04048944,0.5622915,0.56001574,0.4898647,0.5418933,0.5955431,0.30269155,0.1116415,0.30521655,0.34139508,0.19394216,0.5596489,0.1812278,0.42645687,0.7721174,0.51685935,0.3187273,0.534301,0.4860882,0.3281076,0.36051974,0.39281884,0.45957565,-0.024214664,0.1696284,0.39047074,0.47372034,0.3380492,0.44072485,0.5844483,0.3617738,0.39654917,0.34184912,0.4251972,0.4582038,0.57791185,0.519356,0.26791754,0.63301307,0.65466624,0.18488523,0.25525704,0.39082617,0.043402165,0.509903,0.26305282,0.64673615
7,0.007,0.44748554,0.30928293,0.36475402,0.44231236,0.38283673,0.5977433,0.34060392,0.20835449,0.32587463,0.53226954,0.5536491,0.08985161,0.31135234,0.6532995,0.56410515,0.26954803,0.6539858,0.53187543,0.6758543,0.39534816,0.32245392,0.36182,0.6140986,0.3989563,0.68025863,0.24468543,0.428663,0.65383065,0.4856106,0.5542169,0.5800689,0.42155698,0.5950059,0.34612596,0.14513578,0.7533808,0.2628262,0.4307608,0.46977556,0.021005413,0.24999952,0.32550487,0.41239998,0.33395234,0.26733997,0.31673408,0.64698464,0.57758594,0.38559285,0.24055105,0.17576088,0.32821235,0.23914488,0.084676996,-0.11321927,0.3941803,0.6346836,0.49051777,0.6413932,0.6721079,0.29184675,0.13159044,0.34816727,0.16207282,0.12827888,0.44989893,0.07025296,0.26065698,0.84927887,0.41552034,0.34910145,0.5398658,0.48295662,0.33932775,0.35328877,0.34046152,0.40710878,-0.09172707,0.20277065,0.3824691,0.40528664,0.21617375,0.510447,0.6265401,0.22748028,0.39272153,0.4004045,0.49426028,0.4576809,0.6124223,0.46116814,0.35433805,0.54156107,0.5841927,0.10783196,0.14277218,0.41535372,0.016884537,0.4676158,0.14376065,0.59796107
8,0.008,0.50912297,0.31827697,0.33388144,0.4505727,0.37857494,0.6382963,0.45328432,0.09666343,0.34292927,0.50424105,0.6117121,0.21537142,0.24281082,0.575271,0.35609224,0.43184006,0.5373911,0.52272075,0.68085784,0.51090646,0.2923988,0.3657119,0.59684163,0.48843673,0.74615663,0.23852904,0.47538722,0.6966665,0.5900264,0.59253323,0.50283444,0.45315182,0.5872381,0.36503634,0.17557488,0.80731535,0.3684039,0.40113792,0.33795178,-0.032669615,0.24813959,0.23746711,0.44161728,0.30075926,0.4049825,0.31765237,0.6156856,0.5888266,0.40429768,0.24153982,0.30947876,0.40499172,0.3167268,0.04164733,-0.07507053,0.3905877,0.67679477,0.40629524,0.633332,0.7342095,0.28923246,0.14586174,0.44582927,0.21068247,0.18660659,0.42781854,-0.0040996745,0.09690717,0.8166399,0.37483987,0.2881031,0.5940848,0.34654355,0.32974014,0.36053452,0.27821445,0.4249061,0.036718823,0.28423983,0.42648652,0.32386965,0.1854154,0.37395528,0.6858162,0.1901562,0.35064873,0.25871447,0.44222528,0.2855902,0.60646087,0.45260382,0.25986332,0.55648994,0.57118046,-0.019552365,0.21568236,0.42457592,0.047912084,0.4722137,0.07511557,0.5451391
9,0.009,0.5136927,0.3916955,0.3762592,0.44780964,0.32792047,0.6421073,0.48825744,-0.018130345,0.39116412,0.4545142,0.6170334,0.13399786,0.18947166,0.6064578,0.3925091,0.5317748,0.5785325,0.61460406,0.7922759,0.42505318,0.41011444,0.3142582,0.61683804,0.61082476,0.72936594,0.39413908,0.45517004,0.6307674,0.6213111,0.53296274,0.43463212,0.32970956,0.60067016,0.37198356,0.1580068,0.6957348,0.46704268,0.27743405,0.16833536,0.104499795,0.37001285,0.2980031,0.5102478,0.21958365,0.32858068,0.40237844,0.5988714,0.54447764,0.5013485,0.16471703,0.35812914,0.38555467,0.31176704,-0.02849431,0.04406327,0.44769958,0.5618782,0.33840245,0.6583431,0.7458363,0.29163852,0.21810417,0.47338924,0.17578459,0.105116576,0.49812797,0.005244584,0.010469256,0.8241553,0.4642258,0.32715324,0.5479964,0.4547694,0.34957594,0.403934,0.2379198,0.46084517,0.09316109,0.25887066,0.47056732,0.35081452,0.06171169,0.35576907,0.6806804,0.12150184,0.42816746,0.24498057,0.5303481,0.27646828,0.5811149,0.49650285,0.31452185,0.59314865,0.4262252,0.05460142,0.07830269,0.42254776,-0.15802674,0.59575075,-0.03915176,0.5987794
