,Date,NhemiTemp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0006127450980392157,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128,1.8037128
1,0.0012254901960784314,1.7988546,1.7974597,1.79732,1.8089539,1.7976297,1.7964556,1.799212,1.7958184,1.7987813,1.7994696,1.7997121,1.8044779,1.8019818,1.7942728,1.7972723,1.794795,1.7979302,1.8026482,1.803394,1.796192,1.8000638,1.7969692,1.798598,1.80108,1.8056147,1.8049766,1.7996042,1.8000312,1.797965,1.8063518,1.7957174,1.7957026,1.7974498,1.7991927,1.7975528,1.7987695,1.8016672,1.8028082,1.8036654,1.807045,1.8006371,1.8017527,1.7994916,1.8039322,1.8060422,1.8028705,1.7994899,1.8012465,1.8084173,1.8013846,1.7978259,1.8011785,1.806153,1.8048043,1.8066381,1.799485,1.8026779,1.7989886,1.803207,1.7973243,1.800989,1.8075825,1.800038,1.8049281,1.803009,1.7998903,1.8049694,1.7973306,1.8064681,1.7982045,1.8002567,1.8005866,1.8065118,1.8022232,1.7964888,1.8006154,1.8059795,1.8031505,1.8003145,1.8016644,1.7959758,1.7960081,1.8051556,1.8044163,1.8013531,1.8058286,1.7987691,1.8003644,1.8007171,1.8013648,1.7918758,1.8007166,1.8009084,1.8043883,1.8012049,1.8010312,1.8032248,1.7931461,1.8010219,1.7988929,1.8037435
2,0.001838235294117647,1.8008814,1.7941136,1.7904831,1.8110932,1.7945601,1.7899188,1.791455,1.7898465,1.7978461,1.7970134,1.7977479,1.8034598,1.8028704,1.7846951,1.7873086,1.7904264,1.7911075,1.8029716,1.8050901,1.7931367,1.7965487,1.7919188,1.7968497,1.7990369,1.8058687,1.8052992,1.7978634,1.7921824,1.7918096,1.8045695,1.7873664,1.7904207,1.7866865,1.7954456,1.7950261,1.7930253,1.7981837,1.800185,1.8021353,1.8084555,1.8007075,1.7961395,1.7989966,1.802299,1.8119328,1.7984982,1.7971174,1.7989867,1.8130984,1.8020147,1.7881644,1.8004006,1.8066323,1.8043934,1.8093494,1.7969327,1.8036549,1.7960899,1.8013564,1.7901902,1.7963113,1.8086139,1.796779,1.8077818,1.8024706,1.7987727,1.8038734,1.795705,1.8040661,1.7932171,1.7987387,1.7975606,1.804905,1.7995163,1.7910998,1.8005856,1.8053621,1.802372,1.7999148,1.8003029,1.7896104,1.7929074,1.80727,1.8077747,1.8005061,1.8081459,1.7966546,1.796102,1.7961707,1.7992493,1.7796293,1.7982943,1.7978781,1.8013171,1.7969376,1.7994503,1.8000245,1.7849028,1.7989082,1.7953694,1.8027215
3,0.0024509803921568627,1.7886281,1.7921906,1.7833846,1.8157784,1.7895848,1.7836754,1.7857207,1.7845546,1.7943851,1.797473,1.7996486,1.8005651,1.8050821,1.776557,1.7780151,1.7862586,1.7840942,1.8040692,1.8056277,1.7896353,1.794842,1.790548,1.7949035,1.7976357,1.8097087,1.8057,1.7948644,1.7890662,1.7876341,1.7995925,1.7801553,1.785881,1.7772095,1.7919397,1.7957587,1.7861776,1.79423,1.7979031,1.7983929,1.8121998,1.7953937,1.794935,1.7952799,1.7982703,1.8165972,1.7969973,1.79186,1.7969706,1.8158257,1.798363,1.7791314,1.8000027,1.8032995,1.804112,1.8101261,1.7966781,1.8066622,1.7949415,1.8034809,1.7847898,1.7910247,1.8073547,1.793349,1.8093147,1.8026578,1.7968793,1.8041344,1.7944174,1.8045944,1.7916641,1.8016915,1.7974327,1.8091601,1.7990729,1.7832952,1.7987942,1.8015482,1.8010181,1.7979608,1.7957246,1.7849547,1.7925763,1.8092521,1.8076944,1.800439,1.8089606,1.7947589,1.7875059,1.7900792,1.7985317,1.769546,1.7980586,1.7956432,1.7957444,1.7905545,1.7981644,1.7977468,1.7768016,1.7956959,1.7928448,1.8001544
4,0.0030637254901960784,1.7937148,1.7878487,1.7802095,1.8187444,1.7855016,1.7764924,1.7816567,1.7755232,1.7881382,1.7960103,1.8011314,1.8001347,1.8068198,1.7691814,1.7743237,1.7846038,1.7785974,1.8079938,1.8047645,1.7882006,1.7933725,1.7846034,1.7930965,1.7949287,1.8127095,1.8029132,1.7872009,1.7856652,1.7845435,1.7940573,1.7761217,1.7823421,1.7711711,1.7877524,1.7950556,1.780349,1.7899584,1.7955178,1.7983278,1.8194512,1.7912904,1.7928233,1.7944542,1.79478,1.8216136,1.7949862,1.7916188,1.7961173,1.8152913,1.7932618,1.7735809,1.8002597,1.7996675,1.8044782,1.8121583,1.7945703,1.8076723,1.7943898,1.8056555,1.7822901,1.786471,1.8093368,1.78613,1.8083622,1.8027412,1.7941593,1.803903,1.7936572,1.8053501,1.7912819,1.8060203,1.7965424,1.8108503,1.7993261,1.7769436,1.7977984,1.8000315,1.8034595,1.794255,1.7917956,1.7799248,1.7902355,1.8105395,1.809766,1.8016173,1.8061794,1.7922384,1.7799793,1.7813964,1.7976029,1.7591798,1.7995043,1.7932377,1.7932708,1.7880863,1.7938397,1.7959173,1.7684646,1.795809,1.7886627,1.7966897
5,0.003676470588235294,1.7837565,1.7845391,1.7736659,1.8227776,1.7780827,1.7687885,1.7787012,1.7677548,1.7847642,1.796143,1.8002589,1.7980524,1.8069683,1.7635983,1.7679527,1.7833456,1.7730899,1.8058013,1.8010288,1.7894957,1.7950578,1.7778056,1.7874306,1.7935364,1.8137654,1.8039865,1.7813138,1.7771498,1.7854125,1.7887679,1.7740133,1.7793041,1.7687496,1.784416,1.7976692,1.7721395,1.781886,1.7959167,1.8019929,1.8240173,1.7904245,1.7921997,1.7967745,1.7938749,1.8237953,1.795146,1.78541,1.797063,1.8167511,1.7922884,1.7646394,1.7981131,1.7949735,1.8056641,1.8137615,1.7965741,1.805092,1.7939751,1.806525,1.7801445,1.7877191,1.8038497,1.7822608,1.8069904,1.8038224,1.793479,1.8045094,1.7926126,1.8065453,1.7909396,1.8086333,1.7948794,1.8130115,1.7973886,1.7705002,1.7990738,1.7956947,1.8020233,1.7936925,1.7910426,1.7732748,1.7893182,1.808892,1.808701,1.800054,1.8008078,1.791905,1.7715579,1.7783499,1.7958046,1.7477485,1.798894,1.7929189,1.7931666,1.7865361,1.7887043,1.795322,1.7624834,1.795404,1.7841098,1.7985954
6,0.00428921568627451,1.8013382,1.7804115,1.7684451,1.8265117,1.7722164,1.7629398,1.7729343,1.7616981,1.7831526,1.7942336,1.8018953,1.7938247,1.8073534,1.7587318,1.7619131,1.7853739,1.7696046,1.8057213,1.7981374,1.7886558,1.7981727,1.7729468,1.78397,1.7912672,1.8167202,1.8042794,1.7759659,1.7710574,1.7816496,1.7870034,1.7658226,1.7757424,1.7682176,1.7804875,1.7963256,1.7656249,1.7711724,1.7955678,1.805923,1.8260369,1.7908462,1.7884666,1.7998688,1.7933352,1.8227406,1.7942394,1.7807835,1.7979039,1.8203285,1.7909588,1.757197,1.7967721,1.7935044,1.80837,1.8159049,1.7985739,1.8012483,1.7913163,1.8040777,1.7747682,1.7876499,1.7983537,1.7827954,1.804084,1.804929,1.790904,1.8063751,1.7952331,1.8083168,1.7921836,1.8086572,1.7953281,1.8165108,1.7990745,1.7644684,1.7974074,1.7934113,1.8003982,1.7937719,1.78669,1.7689953,1.7872382,1.806006,1.8074446,1.7987769,1.7987906,1.7867005,1.761707,1.773105,1.7981042,1.7379962,1.7949079,1.7916331,1.7892306,1.7875309,1.7813984,1.7914457,1.7596698,1.793593,1.7778839,1.7971243
7,0.004901960784313725,1.8056599,1.7765483,1.7625062,1.8264778,1.7688253,1.7576386,1.7707144,1.7517822,1.7809243,1.7904491,1.8020557,1.7906195,1.8020053,1.752447,1.7586702,1.7860107,1.7643238,1.8059863,1.7963427,1.7901876,1.7995164,1.7686874,1.7836173,1.7869362,1.8213205,1.805612,1.7688491,1.7669536,1.7781422,1.7853049,1.752698,1.7743196,1.7662325,1.7743965,1.7978463,1.7640905,1.7634305,1.7941644,1.8097485,1.8278335,1.7892417,1.7835059,1.8004736,1.7935745,1.8213819,1.7916963,1.7751667,1.7987422,1.82364,1.7877259,1.7503827,1.7967154,1.7919962,1.8125292,1.8148845,1.7986884,1.7947756,1.7868477,1.8034253,1.7701448,1.78719,1.7942655,1.7785636,1.8056105,1.8059026,1.7907867,1.8072411,1.7960522,1.808836,1.7907585,1.8094512,1.7910918,1.8209997,1.800275,1.7583266,1.7971954,1.789088,1.7998099,1.7921213,1.7819672,1.7656412,1.7852985,1.8042128,1.8055745,1.8008053,1.7923292,1.7808901,1.7530253,1.7645013,1.8004959,1.7274066,1.789972,1.7877567,1.7858728,1.7870154,1.7739824,1.7889677,1.7556872,1.7937039,1.7743529,1.7910004
8,0.0055147058823529415,1.8018216,1.7709619,1.7553942,1.8300241,1.7657548,1.7540153,1.7672892,1.741953,1.7775413,1.7859079,1.8036504,1.7931482,1.7986904,1.7468331,1.7549694,1.7864853,1.7603172,1.806244,1.7963609,1.7884761,1.7997385,1.7661762,1.7813685,1.7835867,1.8274525,1.8061265,1.763191,1.7627845,1.7782117,1.7871637,1.7447135,1.7691811,1.7635267,1.7701672,1.7990452,1.7593975,1.7583634,1.7894967,1.8122228,1.8283541,1.7882402,1.7794913,1.7965003,1.7953112,1.8215138,1.7916766,1.7685465,1.7986139,1.8265885,1.7821693,1.743748,1.7938005,1.7856846,1.816821,1.8151464,1.8012953,1.7928548,1.7846929,1.8045502,1.765481,1.7845567,1.7939277,1.7736226,1.8039027,1.808238,1.7927408,1.8078824,1.7966534,1.8103869,1.7911824,1.8109618,1.7865098,1.8214809,1.7964239,1.7540386,1.7959447,1.785164,1.797343,1.7890519,1.7757117,1.7595942,1.7817789,1.8013105,1.8040639,1.8028383,1.7873393,1.7795463,1.7470589,1.7593448,1.8021402,1.717296,1.7848747,1.7844839,1.7820112,1.7827032,1.7685205,1.78702,1.7529292,1.7951447,1.7719127,1.7864913
9,0.006127450980392157,1.8127733,1.7621664,1.7479678,1.831327,1.7619513,1.7504818,1.761806,1.7323472,1.7724359,1.7809626,1.8051355,1.7945107,1.7972311,1.7403111,1.7554809,1.7854714,1.7559811,1.8058032,1.7953372,1.7857877,1.7958597,1.7651688,1.7803763,1.7798138,1.8313421,1.8098148,1.7546302,1.7562627,1.7760167,1.7858683,1.736613,1.7699369,1.7611477,1.7626543,1.796436,1.7559637,1.7518977,1.7826835,1.8120946,1.8285519,1.7838528,1.7711164,1.7921919,1.7986721,1.8216686,1.7911333,1.7633624,1.7999179,1.829188,1.7783304,1.741556,1.7936397,1.7805353,1.8180202,1.8157629,1.8016305,1.7901607,1.7797736,1.8040195,1.7592828,1.7831353,1.79156,1.7697809,1.8064275,1.8110435,1.7931062,1.8091738,1.7934623,1.8084675,1.7917293,1.8107203,1.7852101,1.8236973,1.7930945,1.7485421,1.7931565,1.7801996,1.797492,1.7876863,1.7718743,1.7529436,1.7781414,1.795737,1.8009835,1.8066707,1.7811195,1.7761588,1.7393593,1.7557763,1.8030326,1.7100085,1.7820432,1.7810315,1.7766908,1.7796661,1.761582,1.7864202,1.7493049,1.7982844,1.7718915,1.7801063
