,Date,NBSdiff,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0034602076124567475,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916,-0.68029916
1,0.006920415224913495,-0.9036021,-0.60020757,-0.84109473,-0.6473781,-0.84618926,-0.59214306,-0.7673985,-0.6677687,-0.36883402,-0.81903267,-0.45837975,-0.79689705,-0.753559,-0.3220574,-0.91709447,-0.7011672,-0.8123734,-0.7010027,-0.4672377,-0.75994825,-0.36548787,-0.9153217,-0.72341025,-0.46437752,-0.7047962,-0.35901856,-0.67531073,-0.5580934,-0.8396922,-0.86282825,-0.6778265,-0.8223541,-0.6786582,-0.8684102,-0.61074966,-0.8534554,-0.57958233,-0.47269678,-0.6958521,-0.819638,-0.8523667,-0.8114532,-0.6285523,-0.8825124,-0.57829726,-0.6461117,-0.71514255,-0.61507225,-0.82012796,-0.5780381,-0.6830956,-0.9242126,-0.5666154,-0.7759799,-0.79320514,-0.88426137,-0.76347136,-0.6409403,-0.7237434,-0.6182349,-0.6251483,-0.6699445,-0.89532137,-0.7877254,-0.7864827,-0.54130805,-0.64752114,-0.72220874,-0.9965407,-0.5960506,-0.7743875,-0.76329905,-0.65994656,-0.7019122,-0.4924396,-0.61807466,-0.88703156,-0.52177966,-0.7447406,-0.7890553,-0.58679384,-0.580184,-0.44877654,-0.6176982,-0.5522788,-0.63927984,-0.81161124,-0.49923056,-0.82216763,-0.67341435,-0.92731774,-0.5642092,-0.8407513,-0.74398416,-0.63938206,-0.53555995,-0.76879394,-0.6715939,-0.587988,-0.4214766,-0.6072612
2,0.010380622837370242,-0.65740293,-0.77909976,-1.0786324,-0.6883939,-0.60958934,-0.679047,-0.7251334,-0.57778895,-0.35300323,-1.0793415,-0.194254,-0.8909885,-0.49209315,-0.27509123,-1.0854567,-0.7824547,-0.961262,-0.9510548,-0.37153593,-0.8411449,-0.40018868,-1.0842311,-0.89808816,-0.6128607,-0.58430743,-0.2700686,-0.5884487,-0.7078705,-0.831783,-0.9411976,-0.62069017,-1.0218908,-0.619422,-1.20823,-0.43180647,-0.8343347,-0.61238813,-0.5378632,-0.71322083,-0.8709864,-0.857079,-0.8803854,-0.7343765,-0.9927535,-0.3914974,-0.552019,-0.8839368,-0.61466086,-0.84954435,-0.57827616,-0.75785947,-1.0228304,-0.6289258,-0.7046293,-0.7594762,-0.70602256,-0.9034449,-0.4590541,-0.68229777,-0.5242666,-0.6844064,-0.6433746,-0.7330963,-0.98379403,-0.75522375,-0.49874157,-0.52060443,-0.74383074,-0.99205685,-0.24379165,-0.7062372,-0.84965044,-0.49763516,-0.7048268,-0.72775465,-0.84355813,-0.90668976,-0.8176018,-0.96928304,-0.8093652,-1.0086039,-0.6429654,-0.46278274,-0.7090003,-0.57288736,-0.63806766,-1.0948062,-0.52469015,-0.8280825,-0.57505697,-0.8488061,-0.7532098,-0.83595645,-1.064454,-0.7636026,-0.41098368,-0.8616783,-0.636533,-0.60458195,-0.5219441,-0.348506
3,0.01384083044982699,-0.5432924,-1.0589293,-1.1149611,-0.6696954,-0.6197467,-0.58231145,-0.7413764,-0.44188684,-0.29699114,-0.86546886,-0.07514552,-0.9076898,-0.58011496,-0.55458003,-1.0986983,-0.82449675,-1.3206234,-0.83511204,-0.6884736,-0.9505129,-0.16889691,-1.2649891,-0.8896115,-0.72744024,-0.699916,-0.32150045,-0.63738215,-0.86814606,-0.73847616,-0.9700905,-0.7221929,-1.0150135,-0.5052273,-1.3669639,-0.31595573,-1.0191387,-0.66286373,-0.46059775,-0.6807033,-0.9859369,-0.8704079,-0.6998093,-0.39701855,-0.7848898,-0.59751886,-0.6983552,-0.6088488,-0.68352795,-1.1335745,-0.7060051,-0.8786121,-1.0635594,-0.45406395,-0.54016614,-0.82868713,-0.6645659,-0.8163493,-0.46352068,-0.62000227,-0.46191525,-0.3710295,-0.95902157,-0.61603075,-0.793206,-0.76163656,-0.43094003,-0.5232541,-0.7614759,-0.9489081,-0.054591663,-0.76634455,-1.0106847,-0.4503004,-0.8668896,-0.51143545,-0.96794343,-0.70857716,-0.7067873,-0.8164381,-0.6943952,-0.69449675,-0.76206326,-0.37447307,-0.69503677,-0.7517704,-0.79616606,-1.3163497,-0.5826512,-0.97641337,-0.649761,-0.7298981,-0.9445424,-1.0830693,-1.0459642,-0.69117475,-0.5511525,-0.8992195,-0.43855882,-0.79697484,-0.31307483,-0.3443467
4,0.01730103806228374,-0.6117727,-1.1058588,-1.1130892,-0.7709922,-0.5244104,-0.53538615,-0.8711393,-0.45240307,-0.21175721,-0.9553528,-0.18069167,-1.1268028,-0.50092524,-0.49402648,-0.96903884,-0.8697275,-1.4797865,-0.6126816,-0.58538914,-0.81015027,-0.37200734,-1.3431169,-0.6703335,-1.0636001,-0.80102944,-0.24821389,-0.6578101,-0.8399837,-0.67169917,-1.0808324,-0.6894847,-0.9437883,-0.22820516,-1.3564109,-0.084629655,-1.093809,-0.99065995,-0.5170183,-0.8198278,-1.2063595,-0.8981657,-0.8361181,-0.33766937,-0.81604546,-0.89877784,-0.84733915,-0.6812803,-0.774808,-1.1635411,-0.650043,-0.92988497,-1.2740555,-0.48220554,-0.67247033,-0.85598266,-0.6360732,-0.7320156,-0.4507994,-0.67049384,-0.43808457,-0.3353299,-1.0167382,-0.7066739,-0.5293897,-0.873435,-0.30369654,-0.2869583,-0.33920783,-1.0819016,-0.26474836,-0.4996264,-1.1613125,-0.5073891,-0.79843795,-0.65784156,-1.0178231,-0.7032993,-0.9077325,-0.57055366,-0.689871,-0.35416624,-0.90781444,-0.3252458,-0.95206004,-0.85482,-0.9256431,-1.3654972,-0.63064486,-1.0141184,-0.7314673,-0.72083277,-0.8799541,-1.1627035,-0.8265718,-0.6477656,-0.5429003,-0.8435608,-0.110573106,-0.7205914,-0.17900759,-0.18720421
5,0.020761245674740483,-0.59319276,-1.139034,-1.1934506,-0.8550162,-0.60766387,-0.6371246,-0.8435571,-0.29686013,-0.020101905,-1.0258002,-0.20554726,-1.1823415,-0.5342117,-0.47674718,-0.8731713,-0.65069675,-1.4317963,-0.57223225,-0.6870076,-0.8450891,-0.49245444,-1.3394467,-0.77933764,-1.0828489,-0.9428512,-0.104798734,-0.7804548,-0.89148176,-0.6339774,-1.0755191,-0.6619326,-0.9025429,-0.07194181,-1.4968383,-0.0054402784,-0.9347012,-0.9753677,-0.23480847,-0.6948428,-1.2166455,-0.91540736,-1.0150433,-0.3119638,-1.0458622,-0.9769955,-0.94313437,-0.7807219,-0.7727965,-1.079982,-0.69680554,-0.7913391,-1.4421837,-0.22077498,-0.7925452,-0.9391649,-0.8646337,-0.8286282,-0.64342886,-0.65930426,-0.47492197,-0.5278914,-0.8917675,-0.42273164,-0.38148236,-0.73440135,-0.4550516,-0.30658168,-0.23353955,-1.3086802,-0.1822833,-0.55664116,-1.2260873,-0.6199054,-0.9412171,-0.8101039,-1.2326965,-0.8072902,-1.1073174,-0.45012066,-0.883891,-0.4870381,-0.70630664,-0.17831013,-0.8214536,-0.77966917,-1.1106832,-1.5486816,-0.8706579,-0.90228045,-0.6982065,-0.6742828,-0.64504284,-1.3451699,-0.72202015,-0.663712,-0.40379047,-0.7281356,-0.27773073,-0.7897532,-0.17755947,-0.2664029
6,0.02422145328719723,-0.48032078,-0.9138881,-1.3599874,-0.7992129,-0.41798905,-0.6932133,-0.7506163,-0.1900261,0.13748324,-1.1378683,-0.12795241,-0.968513,-0.40763098,-0.47605994,-0.8897944,-0.75773585,-1.2290652,-0.45482993,-0.7123137,-1.1948946,-0.3645274,-1.6297971,-0.9786258,-0.77180666,-1.256947,-0.21187441,-0.8908401,-0.8916164,-0.9835507,-1.0862348,-0.7135231,-0.76154804,0.0381827,-1.388742,-0.085478224,-1.097183,-1.0604197,-0.13459715,-0.53575927,-1.3000764,-0.83338416,-1.1330488,-0.29853225,-0.8255259,-1.2101758,-0.9753594,-0.7137724,-0.660779,-1.2530468,-0.5545864,-0.70930576,-1.3227633,-0.16132756,-0.9938951,-0.7427527,-0.98799145,-0.8835373,-0.66266,-0.99233276,-0.60538787,-0.33203316,-0.67053014,-0.0045780707,-0.13979943,-0.81169933,-0.6805064,-0.45352706,-0.35957286,-1.498479,-0.26680857,-0.5307396,-1.3958182,-0.5527359,-0.7947067,-1.0295683,-1.3177584,-0.9443031,-1.1415025,-0.58962256,-0.9022411,-0.56708544,-0.7461783,-0.17637722,-0.93362254,-0.8162335,-1.149773,-1.3409853,-0.77236694,-1.2230012,-0.75004786,-0.44773078,-0.6781721,-1.7177198,-0.65417343,-0.69003665,-0.4431368,-0.2770504,-0.13642296,-0.98295575,-0.45446366,-0.12805794
7,0.02768166089965398,-0.4747659,-0.94782,-1.2447762,-0.9328776,-0.55283326,-0.736225,-0.78630674,-0.50290424,0.2246427,-1.2616682,-0.05595853,-0.77042264,-0.5594753,-0.6047628,-0.8740355,-0.8279096,-1.3876357,-0.28931928,-0.7069185,-1.2948182,-0.32802564,-1.4159043,-1.089373,-0.7402966,-1.0870999,-0.28004262,-0.9161178,-0.7915797,-0.9526755,-1.0380683,-0.8861443,-0.8185737,0.24369937,-1.5345495,-0.14021033,-1.2662377,-1.0420218,-0.07096959,-0.8198236,-1.1564512,-0.8040334,-0.8864478,-0.2870107,-0.48799014,-1.2546414,-1.2201946,-0.64640784,-0.64224416,-1.2004603,-0.12986621,-0.8796298,-1.4291985,-0.35728908,-1.1739957,-0.7065338,-1.1706456,-0.7488562,-0.55388665,-1.1935898,-0.66535085,-0.34266257,-0.56392604,-0.36726537,-0.2838818,-0.8478219,-0.6157945,-0.8164463,-0.4374554,-1.3670884,-0.37631652,-0.49966627,-1.536215,-0.6180817,-0.73725986,-0.9832601,-1.615653,-0.76243186,-0.9511297,-0.56684315,-1.078333,-0.8650788,-1.0773461,-0.2835647,-1.0078224,-0.86743224,-1.2110134,-1.0796809,-0.70790714,-1.111453,-0.8325058,-0.7703216,-0.77683043,-1.7817092,-0.6381204,-0.45277405,-0.36102936,-0.16852263,-0.21976162,-1.0946311,-0.54848593,-0.07582542
8,0.031141868512110725,-0.53665376,-0.9137655,-0.97501624,-1.2071111,-0.66873306,-0.6550399,-0.92768085,-0.8919678,0.3875032,-1.0776995,-0.19424252,-0.53571236,-0.49874055,-0.6197624,-0.8643241,-0.7367912,-1.3464522,-0.16121748,-0.74211764,-1.4626528,-0.10639344,-1.4274819,-1.194216,-1.0228379,-0.94252014,-0.28307292,-0.8248565,-0.6725276,-0.96329856,-1.1604016,-0.9096737,-0.46288824,0.12385216,-1.6377442,-0.40855467,-1.2975547,-1.2954088,-0.085488476,-0.78938687,-1.2260895,-0.8379296,-0.8440551,-0.22134328,-0.50758016,-1.336236,-1.074642,-0.64321285,-0.85389555,-1.1867652,-0.091655746,-0.9846933,-1.5779302,-0.35287097,-1.3965437,-0.6845375,-1.2397983,-0.7603834,-0.45790482,-1.1293838,-0.67625386,-0.31182086,-0.26036945,-0.2315422,-0.14683184,-0.8759815,-0.6897073,-1.0004816,-0.47289076,-1.4781314,-0.33146203,-0.678762,-1.5087231,-0.59429246,-0.63672525,-1.0391618,-1.6862658,-0.986488,-1.0030739,-0.479743,-1.1176095,-0.9171119,-1.1581142,-0.4507175,-0.86801064,-1.02283,-1.0981445,-1.0171427,-0.62864006,-0.8774406,-0.9542494,-0.9588343,-0.8939467,-1.9290125,-0.73065805,-0.5214504,-0.32866776,-0.2779569,-0.18663985,-1.1228217,-0.70133036,0.05920393
9,0.03460207612456748,-0.7465321,-1.0513955,-1.1351477,-1.1908731,-0.6733629,-0.6354277,-0.9945223,-0.8520736,0.48995504,-1.3481572,-0.2837727,-0.45519337,-0.531049,-0.5732316,-0.9201569,-0.73354614,-1.3786547,0.2297186,-0.8049841,-1.4045414,0.19010773,-1.423181,-1.1412829,-1.2202513,-0.7905961,-0.37855068,-0.82813716,-0.60565066,-1.1080064,-0.8713909,-0.9826342,-0.48636273,0.11118165,-1.7329167,-0.48748404,-1.3252821,-1.3536006,-0.16371842,-0.8954402,-1.3880684,-0.9168886,-0.8207461,-0.15809077,-0.5882638,-1.2340441,-1.1812557,-0.89494884,-0.8924267,-1.3485136,0.061026692,-1.075014,-1.5031022,-0.5173961,-1.42196,-0.46630508,-1.4416986,-0.72340757,-0.40817574,-0.7397771,-0.81867385,-0.33804846,-0.13444157,-0.22006339,-0.07871403,-0.78627557,-0.571215,-1.1294191,-0.4134311,-1.6323358,-0.11504342,-0.7470509,-1.5094004,-0.39742142,-0.7342666,-1.120438,-1.7795001,-1.1157746,-0.94098026,-0.7064568,-1.0658088,-0.99434555,-1.4030894,-0.45837155,-0.97350705,-1.056503,-1.0136617,-0.9366392,-0.5926592,-1.0148771,-0.94259983,-1.0718724,-0.59641874,-1.9990151,-0.6399563,-0.7679932,-0.470886,-0.14451538,-0.13953587,-1.209276,-0.7305123,0.04979751
