,Date,fOU_H0.9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531,1.4581531
1,0.001,1.4589595,1.4766566,1.472255,1.4548849,1.4751582,1.4290768,1.4512489,1.4513563,1.4658982,1.4129548,1.4544632,1.4541752,1.4214772,1.4361607,1.4625378,1.4461949,1.486346,1.4884921,1.44699,1.4413438,1.4382292,1.4728025,1.4399419,1.4085805,1.4480625,1.4690766,1.459302,1.4262391,1.4642712,1.4406855,1.4055265,1.4521276,1.4475241,1.4581126,1.4528122,1.4109837,1.4330059,1.3973958,1.4680115,1.4241055,1.4114286,1.4373728,1.4310491,1.498906,1.3932847,1.4876274,1.4302154,1.4302819,1.4255623,1.506848,1.4525945,1.4676778,1.4599334,1.4020467,1.4391826,1.4401224,1.4667379,1.3761747,1.463695,1.4401519,1.4612648,1.5009193,1.4538919,1.4737692,1.426302,1.4520909,1.4843405,1.4095774,1.4510652,1.4568692,1.4857477,1.4793985,1.4512726,1.4543924,1.4714091,1.4332931,1.4378728,1.4822078,1.4680216,1.4601249,1.4553535,1.461352,1.4592931,1.4137106,1.431261,1.454575,1.4345739,1.469268,1.4523991,1.4417992,1.4508215,1.436837,1.4620053,1.498227,1.4350483,1.4660871,1.4122736,1.4582816,1.4988109,1.4379944,1.4981418
2,0.002,1.4544495,1.4708747,1.475237,1.4598746,1.4867837,1.4271814,1.4554724,1.4262348,1.4584044,1.4138403,1.4592263,1.5087644,1.3892406,1.427171,1.42854,1.4456166,1.4750203,1.4596819,1.4189476,1.4278424,1.3948131,1.4380383,1.448599,1.4072474,1.3838594,1.4425417,1.4502739,1.3890065,1.47882,1.4584367,1.4027512,1.4426531,1.3731148,1.4036491,1.4700731,1.4228181,1.4212955,1.3899435,1.44903,1.4337516,1.3980054,1.4708467,1.3277595,1.476131,1.4048213,1.4935857,1.4071876,1.4156646,1.4658484,1.5225979,1.3517236,1.4453483,1.4325045,1.4492974,1.4287075,1.4539387,1.4202642,1.3619109,1.418001,1.4128716,1.4472581,1.4664732,1.4304396,1.4687203,1.4334781,1.4884485,1.4853523,1.4268498,1.4525566,1.4082909,1.4966664,1.4391803,1.4421294,1.4176016,1.4518132,1.4753559,1.4175282,1.4416561,1.490976,1.4155861,1.4899024,1.4724963,1.4643427,1.3826567,1.3874586,1.3897692,1.4056373,1.4984013,1.4033573,1.4086912,1.4658148,1.398809,1.4613085,1.4728217,1.4052199,1.4570723,1.4112921,1.4628558,1.4897133,1.4230291,1.4804803
3,0.003,1.4550897,1.4685463,1.5107448,1.4458036,1.493106,1.357408,1.4473256,1.4492868,1.4731438,1.3943869,1.4169799,1.4986943,1.372659,1.4242761,1.3941605,1.4657179,1.4714543,1.4768654,1.3953546,1.4236755,1.3959516,1.445853,1.4198625,1.4049492,1.3495392,1.4172562,1.4536275,1.3817525,1.4419863,1.4258282,1.3854501,1.4476134,1.348829,1.3967834,1.4325753,1.3911185,1.4179671,1.4106886,1.4593135,1.4018524,1.369524,1.4595003,1.3031539,1.4839915,1.4122865,1.4952462,1.3690767,1.4297155,1.4309891,1.5018789,1.385443,1.41977,1.4436772,1.4287561,1.412975,1.4114758,1.4227203,1.3328468,1.36133,1.3485858,1.3803996,1.512007,1.417271,1.4820336,1.4274406,1.4805495,1.5013446,1.4466721,1.4101039,1.4371266,1.4685482,1.4121957,1.4446508,1.3744195,1.3876696,1.4479712,1.3860288,1.4231474,1.5070733,1.4058384,1.4633347,1.4490732,1.4565445,1.3647504,1.3809453,1.4038409,1.3884627,1.4773715,1.4175231,1.4280273,1.4297034,1.3500754,1.428949,1.4661477,1.3764254,1.4475102,1.3800116,1.4489766,1.433819,1.437039,1.4660218
4,0.004,1.4518393,1.4479724,1.4807644,1.4358624,1.5065774,1.3806155,1.4651158,1.4406822,1.4313135,1.4103049,1.4192612,1.4981867,1.3633115,1.4068569,1.3848405,1.4658549,1.480011,1.5568788,1.366678,1.4126129,1.346034,1.4232658,1.406233,1.4121716,1.3208469,1.3915352,1.4717005,1.3693873,1.4123701,1.3860283,1.3368728,1.4356477,1.3804045,1.4017578,1.4164761,1.3736007,1.4165703,1.4098564,1.5016407,1.3263073,1.4236299,1.4539019,1.288599,1.429881,1.4195492,1.4884962,1.4117876,1.4778324,1.4526815,1.517699,1.3741603,1.3839025,1.4499228,1.4281373,1.3898506,1.4192351,1.3972509,1.3137486,1.3282814,1.3590162,1.4101654,1.5017529,1.406522,1.4281312,1.4368272,1.4738727,1.4868984,1.4284215,1.3806015,1.3999586,1.469831,1.3805323,1.4433273,1.3606901,1.3809915,1.4235426,1.3584385,1.381233,1.4879464,1.403675,1.4673842,1.3836999,1.4296844,1.3485359,1.3525959,1.3941388,1.3355435,1.4779977,1.4027133,1.3819584,1.4378749,1.3781184,1.3756882,1.4892683,1.4056439,1.4609082,1.3800476,1.4549202,1.4523464,1.40517,1.5013965
5,0.005,1.448177,1.4869645,1.4885619,1.4447916,1.4591866,1.4031034,1.4536282,1.4094752,1.4203268,1.3803693,1.4365525,1.5059854,1.3314459,1.3906208,1.3611996,1.445031,1.4548141,1.517261,1.3553233,1.4176371,1.3080049,1.387573,1.378811,1.3814393,1.3363732,1.4143451,1.4466583,1.350873,1.3731778,1.351493,1.3039159,1.4047104,1.3483368,1.3679385,1.3874226,1.3339373,1.4469287,1.465335,1.4941745,1.3252177,1.4244133,1.4251847,1.3043709,1.4053481,1.374783,1.4797343,1.3854119,1.4483224,1.4853529,1.4984522,1.3669982,1.3718768,1.375364,1.3934841,1.3669287,1.4071083,1.4300036,1.3057506,1.3552977,1.3470972,1.4447138,1.5027155,1.3527157,1.3800907,1.4263952,1.4684476,1.4358224,1.398049,1.419455,1.4170974,1.4549209,1.3696028,1.4420655,1.330385,1.3351892,1.4118663,1.3255516,1.3872972,1.4667451,1.3614532,1.4540514,1.3549254,1.4204725,1.3114909,1.3432245,1.4051336,1.2824143,1.5015175,1.4209783,1.371155,1.3935155,1.375343,1.377481,1.4916185,1.3847475,1.4284303,1.389382,1.4275641,1.4144249,1.3881094,1.4568518
6,0.006,1.4453206,1.4585292,1.489362,1.4392625,1.4657402,1.3295178,1.4198822,1.3710167,1.3839377,1.3851409,1.3873047,1.5238237,1.324704,1.3662643,1.3520582,1.4377021,1.4242892,1.4969906,1.3558413,1.3962227,1.2958887,1.3705199,1.3251768,1.3710985,1.3289411,1.4455951,1.4381609,1.336578,1.3724802,1.3082484,1.2785399,1.3732632,1.2958477,1.3849515,1.3932986,1.3010367,1.4219018,1.444273,1.5017782,1.328409,1.4074765,1.4589146,1.2789514,1.4038293,1.3778508,1.5059943,1.3529928,1.472505,1.5163416,1.494282,1.3591177,1.3431894,1.3548623,1.3441718,1.3917778,1.3853538,1.4067783,1.3088566,1.3834894,1.3283535,1.4400271,1.4701179,1.3973086,1.3497374,1.4387813,1.4716378,1.4196534,1.3810475,1.4315649,1.4118091,1.4486071,1.3005986,1.4456599,1.3446904,1.3301626,1.3758727,1.3030995,1.3721277,1.4959457,1.3517295,1.4085246,1.3119698,1.4078687,1.3159062,1.3478879,1.3560507,1.3256018,1.456339,1.4203159,1.3363229,1.3654504,1.3396909,1.3212286,1.4631059,1.3594989,1.425921,1.3865101,1.455457,1.4111239,1.3612218,1.4155308
7,0.007,1.4400605,1.4532409,1.5300053,1.3853784,1.4703867,1.3480889,1.3996419,1.3462877,1.4018,1.3756266,1.3997929,1.5034329,1.3489586,1.4075513,1.3604456,1.3937802,1.3559796,1.4539925,1.3867736,1.4007771,1.2579513,1.3658327,1.288233,1.33275,1.3117287,1.4215374,1.3787946,1.2780619,1.3961215,1.3012893,1.2785846,1.4007645,1.2597659,1.395828,1.3827224,1.3303206,1.4249257,1.43678,1.4630845,1.2942902,1.3727816,1.4223907,1.2188327,1.4428456,1.3732035,1.5316846,1.3078247,1.4382449,1.481144,1.4958737,1.3512454,1.3366034,1.3289618,1.2940253,1.3432734,1.3535445,1.3950914,1.3051858,1.3986568,1.2915962,1.3694915,1.4360417,1.3829958,1.3529847,1.440839,1.4687502,1.409555,1.3909117,1.4596533,1.4324392,1.4157176,1.3005697,1.4568648,1.332921,1.3519922,1.342146,1.3364371,1.3503753,1.4465343,1.3465061,1.400638,1.279722,1.371171,1.3123114,1.3521203,1.3896809,1.3287939,1.4513319,1.4185979,1.3070859,1.3862137,1.3268907,1.2933494,1.4476755,1.3333141,1.4346385,1.3731579,1.4444318,1.374935,1.3155497,1.4412438
8,0.008,1.4388486,1.4327517,1.5305738,1.4073255,1.4471037,1.2778434,1.3912858,1.341129,1.3977617,1.3879739,1.401839,1.504722,1.3587807,1.3975492,1.3375689,1.3762378,1.3309296,1.3993878,1.3585653,1.3601557,1.2583734,1.3316557,1.3046116,1.3412111,1.3742458,1.3724419,1.3565676,1.304014,1.3866028,1.2754431,1.2559819,1.3763771,1.2585986,1.3996986,1.3777813,1.3459063,1.3528553,1.375547,1.4896605,1.2505021,1.3637433,1.438621,1.206154,1.4304264,1.3654758,1.5272998,1.2923528,1.4399215,1.4675508,1.4749038,1.3199692,1.3103256,1.3221205,1.2521411,1.2826322,1.3397403,1.3832437,1.258677,1.4147515,1.267519,1.3629317,1.4573439,1.3435824,1.3869668,1.4085357,1.4907124,1.4121965,1.4184709,1.453493,1.365788,1.4003764,1.2697723,1.4661365,1.3461362,1.3408685,1.3403432,1.3489871,1.3474134,1.4199145,1.323478,1.3325996,1.2597207,1.3690513,1.3491981,1.3951681,1.3705103,1.3479978,1.4318415,1.3894682,1.2941163,1.3642666,1.2980082,1.3070965,1.4917673,1.3346448,1.4138074,1.3582636,1.3859277,1.3739785,1.281542,1.4228321
9,0.009,1.4384049,1.4309319,1.5063094,1.3831787,1.395358,1.2641667,1.3859394,1.3266035,1.3424379,1.362637,1.382385,1.4957274,1.3386521,1.375758,1.3495499,1.3175732,1.3024114,1.3993402,1.3513743,1.3524653,1.2416584,1.3284576,1.297544,1.3415654,1.3852835,1.3893331,1.3155698,1.2941966,1.3638359,1.2727941,1.2052815,1.3172016,1.1836115,1.3761895,1.3901241,1.3341908,1.3080848,1.3329273,1.4392076,1.2443746,1.3498995,1.4023592,1.2063448,1.4018631,1.3457028,1.4952673,1.3064547,1.383691,1.4809818,1.489598,1.3271539,1.3181651,1.3273124,1.2655671,1.2679641,1.3393517,1.3962505,1.2412052,1.3819598,1.2370621,1.3412795,1.4494615,1.295668,1.4077255,1.4018424,1.4565746,1.3953319,1.4485309,1.4869097,1.3758025,1.3847297,1.3116645,1.4667393,1.3315146,1.3369523,1.3115727,1.3613613,1.3268868,1.4222881,1.2930913,1.3327703,1.2819213,1.379666,1.3278025,1.3532515,1.2888238,1.2958807,1.4337534,1.4046515,1.3150907,1.3637044,1.277341,1.2477181,1.51454,1.3227025,1.3789135,1.3428398,1.3388568,1.3719845,1.2792709,1.4201851
